LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
314,800,412,1625,2595,2692,1334,1053,1699,1686,0
299,709,390,1644,3365,2917,1270,875,1375,1364,0
461,1027,627,2309,3348,3471,1664,1180,1999,1834,0
510,1158,670,2027,3176,2897,1599,1320,1938,2033,0
388,816,550,1873,3624,3225,1325,963,1670,1678,0
481,966,600,2231,3637,3235,1629,1191,1957,1838,0
573,1090,717,1803,2938,2701,1451,1169,1838,2100,0
596,1063,785,2010,2730,2781,1606,1242,1667,2080,0
622,1248,777,2383,3416,3336,1972,1461,2253,2356,0
472,999,564,1940,3073,2902,1388,1149,1800,1841,0
404,896,579,1811,2952,2756,1442,1107,1758,1765,0
501,843,685,1847,3102,2679,1300,1019,1480,1796,0
455,793,621,1654,2850,2414,1220,992,1352,1565,0
499,1065,668,2125,3117,3129,1631,1247,2024,1920,0
502,971,688,1912,2931,2782,1464,1082,1510,1888,0
653,1179,810,2006,2810,2638,1544,1280,1862,2546,0
556,1265,695,2082,3234,3167,1730,1463,2198,2306,0
393,844,518,1706,3134,2901,1430,1030,1535,1689,0
502,1070,690,1931,2686,2560,1655,1233,1874,2079,0
531,962,728,1894,2814,2532,1420,1163,1589,1837,0
451,997,516,2110,3331,3128,1565,1255,2099,1687,0
532,1227,655,1955,3211,2823,1586,1395,2137,2244,0
526,1026,683,2159,3523,3170,1530,1298,1984,1972,0
443,905,552,1687,2558,2474,1421,1062,1729,1728,0
446,956,648,1955,2660,2661,1466,1097,1707,1740,0
336,693,447,1655,3126,2768,1190,794,1161,1270,0
494,936,744,2241,3374,3098,1552,1150,1780,1807,0
470,1059,657,2250,3724,3408,1648,1244,1967,2663,0
414,948,568,1637,2880,2463,1258,1037,1449,1773,0
400,784,499,1630,2935,2388,1147,955,1528,1471,0
466,1010,541,1633,3100,2536,1358,1168,1635,1749,0
448,981,688,2382,3485,3380,1691,1195,2044,1738,0
668,1100,796,2094,2923,2840,1666,1355,1975,2313,0
403,895,522,1615,2778,2519,1343,983,1562,1570,0
449,933,688,1805,3198,2569,1335,1025,1419,1659,0
668,1215,810,2126,3129,2933,1575,1438,1776,2945,0
493,1043,557,1656,3125,2337,1148,1062,1319,1892,0
547,1038,717,2275,3242,3018,1524,1374,1673,2541,0
424,993,596,2402,3897,3796,1591,1132,2089,1786,0
426,1046,592,1678,2825,2450,1291,1123,1526,1692,0
578,1208,612,2008,2980,2781,1713,1470,2258,2280,0
401,848,592,1916,2894,2634,1341,957,1504,1673,0
588,1300,703,2202,3385,3060,1720,1358,1979,2262,0
416,932,605,2160,3618,3099,1585,1188,1816,1675,0
463,1026,608,2389,3533,3374,1692,1296,1898,1901,0
532,1081,743,2375,3543,3276,1618,1167,1861,1892,0
447,991,532,1796,3139,2599,1474,1077,1642,2011,0
516,1189,669,1955,3433,2877,1512,1260,1743,1982,0
523,1257,697,2231,3668,3305,1661,1467,2129,2097,0
453,1113,665,2273,3778,3511,1655,1300,2247,1929,0
469,1020,580,1657,2581,2328,1399,1120,1784,1822,0
431,836,548,1907,2711,2591,1389,1071,1706,1652,0
414,905,624,1798,2731,2436,1453,1075,1664,1666,0
650,1149,780,2312,3184,3056,1592,1361,2030,2686,0
535,1190,779,2347,3537,3269,1744,1330,2192,2183,0
323,978,460,2085,3038,3335,1478,1375,1991,2309,0
546,1091,693,2055,3010,3053,1685,1367,2095,2345,0
615,1285,877,2461,4221,3332,1853,1673,2003,3088,0
610,1313,837,2241,3903,3078,1769,1476,2048,2246,0
343,770,490,1920,3481,3107,1423,1003,1549,1391,0
268,711,458,2099,3199,3233,1387,1045,1901,1359,0
514,1222,751,2099,3716,2944,1659,1369,1948,2027,0
469,911,650,1742,2947,2599,1389,1125,1691,1786,0
559,1090,731,2169,3058,3005,1793,1313,1977,2015,0
536,1148,711,2215,3588,3377,1780,1416,2107,2050,0
363,934,503,1902,3127,2875,1512,1123,1835,1634,0
310,883,452,2115,3201,3472,1570,1181,2156,1732,0
646,1076,835,2107,2991,2639,1580,1191,1903,2209,0
515,974,656,1663,2921,2277,1233,1079,1403,1725,0
354,826,474,1931,3122,3015,1503,1069,1897,1579,0
624,1218,751,1819,2564,2378,1521,1325,1993,2223,0
481,1114,719,2817,3888,3866,1798,1364,2153,2052,0
450,1092,632,2316,4145,3378,1626,1245,1880,1956,0
596,1116,791,1831,2576,2311,1458,1270,1785,2174,0
511,942,659,1784,3024,2581,1393,1061,1548,1811,0
330,841,478,1790,3330,2875,1329,951,1555,1413,0
423,980,549,1953,3072,2897,1403,1099,2058,1886,0
517,1071,747,2321,3327,3235,1614,1253,1949,2046,0
461,1012,623,1783,3729,2955,1332,1162,1669,1765,0
615,1272,750,2167,2908,2979,1781,1475,2247,2286,0
218,746,313,1632,2682,2642,1185,929,1773,1236,0
453,1067,570,2030,3976,3338,1556,1254,1820,1948,0
256,788,406,2115,3403,3441,1570,1044,2113,1779,0
559,1150,753,2376,3146,3311,1755,1349,2193,2154,0
372,915,489,2024,3419,3405,1563,1347,1809,1879,0
745,1264,973,2311,3118,2991,1860,1534,2127,2416,0
443,1049,557,2127,3449,3196,1426,1123,1730,1717,0
478,1114,619,2443,3359,3406,1636,1232,2229,2068,0
562,1109,840,2481,3655,3374,1796,1371,2138,2132,0
573,1148,727,2330,3441,3351,1756,1406,2132,2064,0
391,893,465,1751,2819,2767,1371,1158,1771,2214,0
441,1007,625,1775,2756,2544,1362,1117,1652,1965,0
367,993,537,2090,2845,2999,1398,1101,1704,2319,0
496,1007,614,2079,3559,3131,1553,1271,1808,2190,0
415,874,531,2015,3298,3042,1518,1145,1836,1607,0
389,775,366,1447,2686,2510,1178,969,1562,1537,0
537,910,745,1808,2984,2478,1284,1031,1433,1790,0
438,834,564,1648,2944,2362,1102,1017,1401,1578,0
518,916,690,1864,2882,2583,1405,1151,1621,1840,0
592,1098,664,1754,2486,2317,1362,1205,1773,2405,0
593,1154,664,1817,2921,2585,1362,1259,1823,2142,0
499,1073,675,2172,3199,3237,1610,1416,1943,2103,0
385,981,482,2060,3838,3529,1687,1246,2193,1815,0
771,1265,853,2039,2827,2614,1576,1412,1924,2275,0
380,938,582,2452,3718,3479,1528,1240,2191,1664,0
587,1057,799,1962,2805,2493,1521,1291,1741,2040,0
424,1005,552,1930,3527,2845,1405,1083,1661,1696,0
382,1020,616,2257,3452,3368,1658,1141,2121,1769,0
519,1135,703,2194,3323,2920,1621,1429,2112,2076,0
384,943,546,2182,3363,3315,1603,1140,1938,1722,0
479,961,709,2202,3372,3078,1582,1175,1647,1760,0
564,1171,708,2103,3272,2840,1534,1383,1830,2070,0
456,1027,671,2210,3630,3336,1548,1245,1559,1982,0
536,1092,642,1918,3020,2680,1529,1327,1752,2514,0
409,819,574,1817,2870,2648,1075,918,1240,1830,0
471,1050,697,1984,3259,2871,1624,1196,1863,1895,0
571,1287,763,2274,4017,3386,1686,1439,1864,2633,0
662,1145,890,2171,3120,3003,1668,1380,1960,2250,0
494,1086,658,2119,3617,3220,1576,1306,2053,1961,0
621,1193,808,2075,3044,2859,1596,1354,1923,2160,0
559,1034,708,2036,3052,2866,1540,1254,1826,2031,0
388,819,567,2206,3832,3242,1563,1099,1688,1696,0
571,1068,627,1660,2476,2597,1399,1204,1810,2716,0
309,880,506,2621,4045,4077,1669,1259,2431,1583,0
579,1173,811,2377,3533,3101,1694,1387,2112,2161,0
553,985,656,1693,2311,2277,1381,1202,1760,1926,0
432,938,559,1802,2982,2641,1265,990,1508,1603,0
317,752,514,1836,3248,2874,1318,910,1411,1460,0
485,932,662,2022,3005,2727,1350,1131,1536,2130,0
625,1080,813,2044,2991,2833,1620,1310,1821,2203,0
451,1052,560,1893,3062,2979,1493,1289,1799,1914,0
282,705,478,1816,3040,2746,1137,942,1208,1478,0
401,901,494,1859,2901,2696,1599,1118,1805,1676,0
445,1088,644,2035,3207,3217,1692,1190,2104,1974,0
509,1098,718,2198,3089,3092,1683,1204,1936,2011,0
508,1115,731,2531,4015,3598,1891,1295,2077,2083,0
599,1149,756,2168,3358,3034,1687,1359,2043,2229,0
407,1008,605,2153,3242,3108,1595,1124,1910,1817,0
514,1065,662,2249,3249,2999,1749,1301,2010,2050,0
336,787,509,1953,3203,2895,1120,840,1349,1503,0
331,797,525,1759,3257,2926,1355,954,1430,1514,0
431,939,544,1518,2803,2270,1246,1063,1540,2101,0
509,1074,709,2217,3822,3140,1716,1380,1782,2443,0
380,884,515,2013,3575,3024,1468,1120,1779,1594,0
709,1288,916,2252,3155,2924,1812,1484,2009,2411,0
472,1076,688,2326,4156,3293,1633,1416,1604,2217,0
555,1134,793,1700,2687,2410,1393,1205,1739,2064,0
412,940,540,2170,3942,3354,1535,1144,1995,1824,0
579,1212,846,2227,3179,3080,1732,1395,2038,2162,0
309,682,433,1622,3081,2558,1091,786,1130,1304,0
463,1098,588,1882,3166,2780,1474,1169,1838,1872,0
625,1127,791,2211,3267,3002,1606,1377,2159,2227,0
358,701,462,1641,2741,2563,1106,842,1298,1353,0
379,831,475,1753,3592,2911,1117,893,1095,1802,0
658,1201,876,2281,3471,2984,1614,1393,1908,2811,0
500,1043,648,1897,3214,2814,1572,1168,2128,2020,0
379,929,431,2228,3546,3420,1544,1359,1997,2107,0
497,1110,744,2363,3762,3384,1723,1370,2066,2085,0
555,1169,696,2158,2953,3007,1792,1463,2245,2253,0
541,1120,657,2155,3685,3255,1460,1280,1706,2341,0
557,1223,676,2091,3364,2804,1654,1338,1910,2016,0
692,1135,895,2323,3261,3028,1728,1469,1882,2481,0
541,922,680,1778,3167,2389,1210,1002,1314,1627,0
482,1060,703,2150,3624,3115,1533,1241,1864,1868,0
474,1043,566,1908,3421,3207,1614,1330,2269,2120,0
443,907,591,1647,3223,2484,1256,1012,1346,1747,0
418,988,585,1638,3345,2620,1310,1006,1447,1757,0
299,698,393,1766,3738,3115,1150,847,1195,1619,0
424,980,518,1829,3011,2776,1427,1105,1849,1789,0
259,725,400,1813,2961,2885,1214,920,1837,1268,0
425,953,501,1666,2869,2580,1341,1112,1462,1875,0
709,1288,904,2360,3419,2913,1848,1639,2307,2485,0
524,1008,688,2120,3232,3086,1624,1283,1977,2012,0
460,992,611,1814,2728,2716,1424,1143,1730,1882,0
459,993,633,2042,3069,2938,1526,1183,1715,1796,0
571,1202,684,2019,3244,2820,1653,1441,2212,2250,0
405,895,531,1895,3090,3016,1657,1110,1821,1712,0
583,1064,762,1983,2920,2679,1532,1259,1790,2003,0
338,861,456,1581,2799,2622,1387,911,1482,1675,0
434,1013,554,1743,2873,2727,1437,1155,1774,1774,0
673,1204,879,2186,3489,2993,1711,1400,1963,2327,0
435,906,492,1771,3181,2859,1593,1061,1862,1684,0
688,1206,882,2184,2895,2880,1689,1379,2016,2421,0
543,1125,808,2411,3537,3209,1730,1197,1943,2004,0
445,1116,687,2089,3491,2957,1490,1222,1921,1910,0
538,966,736,2186,3427,3096,1472,1231,1798,1944,0
579,1084,797,2205,3177,3036,1619,1238,1920,2165,0
542,941,736,1718,2428,2444,1409,1050,1439,1811,0
318,821,415,1641,2905,2576,1284,981,1594,1440,0
422,1098,658,2254,4153,3423,1647,1310,1898,1785,0
475,1028,608,2123,3447,3061,1650,1253,1955,1950,0
484,1004,694,2240,3509,3116,1734,1297,1955,1875,0
537,1031,717,2005,2727,2820,1624,1271,1920,2092,0
435,977,646,1926,3099,2605,1372,1110,1557,1717,0
480,1145,668,1966,3515,2605,1370,1210,1701,1740,0
472,1011,708,2063,3545,3101,1572,1251,1875,1862,0
498,997,751,2310,3404,3218,1595,1093,1865,2044,0
521,1268,768,2165,3547,2811,1626,1481,2086,2109,0
481,1077,702,2160,3250,2987,1687,1211,1862,2013,0
406,947,540,2239,3660,3347,1610,1134,1890,1857,0
635,1081,731,1673,2379,2416,1460,1293,1732,2070,0
536,1068,673,2179,2972,2851,1614,1333,1924,2000,0
497,1058,677,2319,3674,3632,1783,1318,2158,2054,0
513,1082,711,2190,3272,3071,1644,1304,2040,2127,0
405,990,603,2202,3787,3350,1566,1190,1931,1770,0
549,1161,849,2359,3663,3112,1760,1398,2157,2220,0
362,930,515,1893,3421,2894,1281,1026,1327,1665,0
411,952,509,2112,3401,3281,1395,1077,1658,2430,0
562,1198,720,1989,3719,2765,1394,1287,1544,2434,0
363,803,501,1762,3188,2771,1379,960,1535,1504,0
543,1195,799,2530,3509,3345,1830,1393,2201,2171,0
505,1100,655,2098,3689,3302,1598,1342,1883,2308,0
563,996,607,1440,2368,2119,1218,1059,1512,1963,0
625,1244,782,1979,2939,2782,1709,1343,2125,2317,0
541,1139,718,1967,3206,2779,1505,1313,1818,2196,0
591,1055,834,2200,3333,3075,1538,1339,1614,2461,0
538,1106,747,2259,3208,2998,1702,1354,2129,2159,0
413,888,549,1818,3015,2771,1315,974,1616,1761,0
345,833,501,2125,3615,3185,1424,1023,1657,1573,0
531,1050,722,2138,3481,3090,1512,1214,1745,1765,0
638,1202,917,2505,3153,3287,1832,1365,2263,2250,0
543,1093,734,2327,3673,3444,1832,1377,2096,2057,0
338,732,513,1686,3118,2758,1261,875,1336,1459,0
493,1051,556,1681,2730,2579,1468,1294,1990,1920,0
386,770,459,1762,3365,3012,1373,980,1689,1974,0
545,1103,637,2038,3628,3031,1497,1317,2005,1983,0
412,912,561,1619,2453,2265,1238,1094,1606,2122,0
521,1171,715,2398,3869,3219,1679,1413,2131,2154,0
354,847,562,1936,3189,2799,1396,1020,1602,1541,0
352,884,489,1864,3135,2806,1410,1128,1451,1957,0
684,1332,839,2094,3213,2953,1672,1373,1974,2206,0
502,1102,695,2151,3484,2828,1413,1175,1700,2192,0
526,1127,635,1790,3086,2828,1484,1281,1691,2269,0
478,975,638,1858,3357,2774,1368,1125,1663,1889,0
419,967,566,1959,3562,2965,1440,1114,1643,1649,0
499,945,657,2012,3264,2876,1488,1106,1678,1771,0
434,772,540,1782,2930,2704,1209,906,1362,1505,0
319,749,412,1391,2613,2312,1115,938,1419,1395,0
581,1202,757,2407,3386,3344,1640,1420,1972,2356,0
455,1065,608,1777,2982,2447,1409,1247,1711,1743,0
438,1032,605,1835,2994,2615,1342,1019,1592,1809,0
458,953,666,2224,4011,3315,1531,1056,1710,1836,0
616,1289,815,2376,3590,3302,1791,1377,2103,2181,0
538,979,716,1844,2489,2543,1532,1212,1770,2055,0
522,992,628,1929,3025,2803,1668,1316,1965,1988,0
554,1022,659,1695,2578,2271,1325,1081,1484,2451,0
307,714,467,1642,3123,2580,1043,878,1068,1476,0
421,954,590,2225,3877,3322,1535,1112,1894,2205,0
512,1085,659,2114,3110,2942,1674,1225,2042,2077,0
349,862,439,1808,3318,2976,1312,1037,1485,1726,0
571,1071,745,2453,3343,3201,1860,1372,2069,2152,0
761,1245,848,2093,2925,2704,1728,1527,2176,2473,0
344,941,484,1970,4163,3411,1484,1005,1669,1489,0
381,980,443,1811,2894,2837,1546,1035,2004,1732,0
539,1199,755,2237,3125,2973,1726,1320,2179,2075,0
557,925,704,1986,3071,2702,1406,1160,1708,1794,0
637,1222,756,2233,3309,3146,1789,1402,2046,2340,0
648,1187,870,2283,3435,3076,1634,1333,1880,2211,0
539,979,693,1779,2626,2502,1495,1089,1658,2048,0
601,1065,737,1966,2623,2564,1448,1329,1748,2431,0
500,1202,624,1817,2852,2670,1518,1236,1664,2050,0
602,1070,762,2025,3026,2803,1541,1458,1639,2375,0
491,1049,640,2116,3375,3219,1552,1281,1957,2031,0
477,935,565,1606,2220,2178,1310,1060,1641,1878,0
403,917,501,1725,3240,2818,1349,1113,1714,1769,0
659,1204,847,2190,3010,3037,1810,1413,2005,2685,0
361,1024,609,2493,3884,3908,1721,1233,2339,1780,0
523,947,656,1680,2834,2527,1319,1003,1387,2106,0
570,936,681,1941,3070,2906,1516,1218,1828,2058,0
375,941,512,1913,3452,3407,1571,1145,1576,1752,0
501,914,593,1554,2555,2135,1155,986,1251,2018,0
525,1158,768,2047,3448,2904,1616,1281,1852,2341,0
731,1382,841,2051,2930,2819,1779,1676,2141,2785,0
515,1135,624,2030,2893,2875,1614,1302,2082,1945,0
518,1022,674,2024,2986,3023,1605,1334,1967,2095,0
464,987,632,2203,3108,3125,1677,1198,2273,1883,0
655,1196,835,2068,3035,2775,1600,1312,2031,2355,0
380,907,555,1958,3298,3186,1571,1135,1793,1708,0
415,1059,607,2490,3835,3817,1697,1326,2293,1813,0
462,991,672,2081,3418,3001,1610,1244,2064,1882,0
523,1078,765,2414,3500,3350,1744,1289,2048,1964,0
387,922,520,1998,3275,3293,1642,1168,1722,1757,0
590,1072,823,2285,3559,3212,1756,1289,2022,2184,0
504,896,611,1764,3183,2682,1332,1051,1428,1799,0
426,876,652,1956,3291,2745,1350,1026,1488,1628,0
583,1145,855,2233,3269,3074,1782,1364,1913,2098,0
748,1160,936,2034,2769,2585,1661,1447,1950,2350,0
601,1294,720,2085,3361,2803,1639,1391,1800,2714,0
514,955,619,1957,2971,2792,1480,1177,1740,2054,0
479,922,607,1716,2901,2348,1146,1015,1375,1627,0
565,1084,769,2026,3289,2663,1349,1236,1580,2833,0
627,1091,732,1891,3182,2729,1594,1278,1852,2118,0
462,977,597,2197,3393,3032,1627,1205,1902,1784,0
292,912,516,2311,3067,3421,1606,1239,2434,1668,0
258,864,434,2471,3592,3748,1484,1143,2085,2826,0
493,1178,744,2524,4048,3941,1938,1423,2219,2062,0
540,1029,764,2149,3081,2941,1680,1322,1941,1997,0
547,1184,729,2262,3205,3412,1741,1405,2308,2215,0
530,1252,727,1914,3058,2724,1673,1428,2081,2230,0
509,1100,716,2242,3234,3012,1496,1196,1664,2570,0
300,838,474,2079,3579,3309,1266,969,1599,1457,0
441,971,639,2037,3047,3054,1469,1191,1969,1952,0
608,1193,749,2034,3223,2954,1722,1439,2137,2111,0
588,1227,848,2474,4243,3519,1776,1431,1938,2510,0
671,1164,812,2282,3449,3063,1685,1431,2012,2231,0
416,946,563,2062,3452,3229,1548,1272,1957,1835,0
413,954,488,1932,2844,2910,1608,1178,2143,1817,0
602,1059,712,1760,3014,2544,1319,1188,1505,1974,0
520,929,670,1795,2626,2334,1313,1092,1483,1638,0
455,1027,660,2073,3334,3002,1620,1240,2103,1946,0
400,978,558,2338,3606,3396,1428,1194,1563,2164,0
540,1036,793,2364,3366,3099,1674,1208,1769,1935,0
582,1128,809,2435,3269,3333,1740,1324,1917,2105,0
462,1078,635,1857,2807,2700,1632,1166,1823,1973,0
609,1208,704,2239,2875,3163,1757,1502,2274,2359,0
495,929,690,1857,2879,2524,1289,1114,1752,1715,0
350,866,472,1526,2691,2388,1181,1097,1724,1529,0
432,1074,634,2193,3875,3498,1670,1184,1836,1808,0
369,810,538,1707,2763,2491,1155,884,1113,1622,0
409,1005,620,2350,3101,3404,1710,1297,2113,1918,0
457,1076,595,2360,3992,3643,1678,1366,2012,2165,0
357,888,499,1658,2996,2773,1330,985,1682,1616,0
434,962,550,1569,2616,2440,1308,1154,1607,1815,0
724,1219,948,2378,3341,3229,1826,1542,2113,2588,0
672,1140,893,2004,2847,2764,1634,1402,2010,2234,0
349,822,480,1932,3745,3061,1304,938,1452,1875,0
465,1103,648,2234,3335,3073,1645,1264,1879,2624,0
445,1008,660,2380,3990,3546,1717,1249,2033,1845,0
359,863,434,1907,3087,2962,1337,1020,1562,1947,0
531,1166,666,2465,3650,3454,1877,1435,2508,2177,0
537,1028,709,1891,3366,2664,1499,1201,1734,2371,0
474,1001,651,1988,2963,2851,1561,1157,1849,1885,0
326,780,436,1642,3159,2664,1124,878,1438,2073,0
582,1070,772,1922,2642,2671,1629,1255,1942,2069,0
418,973,546,1804,3232,2839,1457,1068,1750,1753,0
353,905,646,2324,3451,3299,1469,1146,1945,2678,0
511,1080,677,2217,3619,3458,1713,1296,1964,1996,0
520,1048,815,2398,3731,3043,1547,1178,1712,1718,0
519,1139,639,2072,3608,3197,1413,1344,2017,1872,0
328,815,397,1633,3177,2685,1269,1005,1432,1749,0
597,1127,644,1761,2463,2271,1438,1395,1750,2120,0
518,969,765,2012,3260,2890,1419,1148,1506,1861,0
655,1177,776,1932,2865,2532,1522,1368,1890,2268,0
517,1047,626,2173,3547,3319,1680,1251,2216,2097,0
487,1023,676,1915,2573,2640,1436,1178,1879,1914,0
590,973,717,1753,2606,2407,1415,1196,1547,2350,0
508,1060,728,2189,3169,3052,1488,1159,1787,1864,0
578,993,605,1628,2428,2193,1397,1241,1817,2018,0
513,1129,745,2353,3799,3295,1800,1325,2066,2571,0
526,1036,697,2094,2920,2780,1566,1291,1915,2085,0
461,1018,683,2199,2986,3009,1525,1127,1788,1764,0
516,982,711,2128,3777,3151,1491,1248,1709,1831,0
514,1046,666,2297,3691,3272,1733,1359,2051,2015,0
624,1115,820,2018,2848,2522,1483,1201,1691,2093,0
484,1010,691,2027,2985,2862,1709,1280,1876,1982,0
462,1049,638,2543,4092,3739,1916,1340,2277,1966,0
485,1063,568,1908,3097,2930,1644,1258,1938,2029,0
405,1010,587,1946,3383,2893,1385,1084,1439,1618,0
419,963,575,2163,3184,3193,1579,1221,1857,1814,0
486,998,638,1994,3123,2900,1603,1258,1846,1984,0
454,1089,693,2311,3881,3640,1845,1416,2232,1969,0
415,917,492,1764,3134,2922,1454,1218,1784,1744,0
445,978,555,1695,2985,2536,1251,1132,1572,1674,0
714,1247,914,2176,2795,2946,1762,1422,2105,2387,0
618,1193,785,2119,3307,3221,1648,1362,2034,2273,0
591,1114,705,1744,2596,2499,1577,1165,1999,2510,0
530,1067,781,2205,3075,2810,1639,1259,1798,1936,0
365,844,455,1856,3734,3180,1386,1077,1578,1644,0
565,1251,731,2129,3359,3122,1691,1410,2024,2594,0
301,750,383,1589,3084,2911,1078,855,1325,1320,0
615,1079,774,2035,2813,2775,1540,1289,1924,2155,0
471,855,597,1437,2058,1963,1128,1031,1528,1721,0
403,879,609,1610,2577,2251,1270,1013,1400,2064,0
416,965,631,2449,4475,3750,1703,1111,1816,1724,0
534,1081,768,2189,3027,2972,1714,1243,1980,2172,0
539,1159,716,1811,3193,2522,1512,1336,1732,2700,0
572,1124,788,2167,3088,3078,1800,1415,2238,2210,0
440,947,594,1763,3230,2698,1330,1109,1528,1657,0
684,1278,805,1942,2799,2671,1575,1418,2238,3158,0
403,974,610,2090,3549,3385,1467,1082,1793,1711,0
396,884,598,2106,3323,3251,1459,1051,1776,1646,0
548,974,727,1994,3566,2620,1241,1102,1346,2073,0
387,902,576,2207,3478,3254,1435,1092,1777,1748,0
498,1088,679,2055,3676,2835,1335,1109,1466,2205,0
488,1112,692,2165,3343,3091,1618,1305,1951,2298,0
672,1245,868,2266,3631,3070,1667,1362,2001,2253,0
507,939,672,1760,2577,2516,1361,1064,1597,1763,0
454,998,620,1640,2406,2427,1397,1042,1552,1765,0
470,1040,710,2310,3741,3294,1647,1258,1991,1926,0
370,953,533,2192,3714,3207,1346,1068,1450,2037,0
554,1075,787,2168,2985,2805,1705,1368,1775,2244,0
513,1008,778,2089,3212,3130,1669,1109,1679,1881,0
659,1130,776,2135,3313,3019,1612,1453,2071,2258,0
482,1018,790,2360,3475,3237,1583,1201,1857,1997,0
458,898,665,1999,3007,2879,1393,929,1598,1651,0
455,1077,582,1995,3287,3000,1453,1206,1874,2319,0
525,1110,719,2272,3190,3071,1654,1209,1876,1999,0
389,894,467,1576,2332,2165,1117,1052,1786,1677,0
268,790,485,2118,3391,3346,1450,1050,2073,1589,0
358,924,415,1743,3185,3017,1263,1097,1607,1656,0
578,1072,703,2049,3174,2678,1353,1261,1738,2044,0
524,1102,633,1923,3448,2822,1312,1191,1648,2260,0
477,982,671,2081,3125,2809,1456,1114,1758,1881,0
492,1040,640,2446,3813,3408,1549,1308,1573,2288,0
337,806,443,1763,2907,2900,1355,1059,1809,1636,0
505,982,583,1444,2332,2163,1226,1081,1421,1863,0
446,1038,626,2185,3479,3381,1722,1133,1979,1912,0
531,1287,762,2348,3192,3284,1907,1446,2304,2413,0
551,1036,748,2093,3082,2932,1610,1244,1585,2339,0
615,1184,832,2345,3333,3184,1887,1377,2213,2290,0
