LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
386,770,459,1762,3365,3012,1373,980,1689,1974,0
629,1142,738,1806,2652,2753,1520,1290,1926,2253,0
412,912,561,1619,2453,2265,1238,1094,1606,2122,0
452,853,623,2040,3094,2931,1324,1122,1578,1674,0
354,847,562,1936,3189,2799,1396,1020,1602,1541,0
684,1332,839,2094,3213,2953,1672,1373,1974,2206,0
604,1102,799,2068,2950,2624,1534,1310,1437,2640,0
500,1083,705,2251,3455,3262,1744,1346,1756,2075,0
576,1225,751,1932,3347,2733,1627,1365,2023,2042,0
419,967,566,1959,3562,2965,1440,1114,1643,1649,0
499,945,657,2012,3264,2876,1488,1106,1678,1771,0
336,904,509,2182,3605,3438,1444,1049,2022,1496,0
587,998,731,2066,3258,2668,1393,1140,1464,1812,0
455,1065,608,1777,2982,2447,1409,1247,1711,1743,0
538,1128,681,1880,3160,2676,1439,1216,1852,2293,0
507,1067,729,2108,3451,3010,1581,1192,1739,2209,0
438,1032,605,1835,2994,2615,1342,1019,1592,1809,0
458,953,666,2224,4011,3315,1531,1056,1710,1836,0
538,979,716,1844,2489,2543,1532,1212,1770,2055,0
513,985,660,2264,3844,3140,1577,1220,1874,1831,0
522,992,628,1929,3025,2803,1668,1316,1965,1988,0
554,1022,659,1695,2578,2271,1325,1081,1484,2451,0
488,977,640,2213,3744,3489,1707,1179,1743,1892,0
307,714,467,1642,3123,2580,1043,878,1068,1476,0
541,1190,847,2234,3777,3020,1592,1440,1878,2025,0
421,954,590,2225,3877,3322,1535,1112,1894,2205,0
571,1071,745,2453,3343,3201,1860,1372,2069,2152,0
430,929,534,1977,3449,2851,1439,1126,1708,1629,0
637,1222,756,2233,3309,3146,1789,1402,2046,2340,0
613,1152,782,1913,2835,2622,1446,1224,1906,2167,0
547,1038,787,2347,3787,3289,1674,1237,1854,1908,0
477,935,565,1606,2220,2178,1310,1060,1641,1878,0
464,984,640,2190,3782,3120,1444,1175,1782,1672,0
523,947,656,1680,2834,2527,1319,1003,1387,2106,0
514,959,583,1594,2582,2405,1348,1156,1577,1862,0
375,941,512,1913,3452,3407,1571,1145,1576,1752,0
496,1016,737,2092,2843,2851,1495,1139,1699,1816,0
501,914,593,1554,2555,2135,1155,986,1251,2018,0
525,1158,768,2047,3448,2904,1616,1281,1852,2341,0
451,1005,677,1994,3422,2891,1545,1146,1696,1805,0
353,744,459,1795,3229,2959,1493,983,1772,1531,0
380,907,555,1958,3298,3186,1571,1135,1793,1708,0
581,1157,813,2429,3928,3175,1727,1259,1924,2083,0
594,1005,671,1853,2879,2585,1438,1291,1803,2081,0
577,1116,794,2292,3366,3365,1735,1338,2061,2156,0
523,1078,765,2414,3500,3350,1744,1289,2048,1964,0
387,922,520,1998,3275,3293,1642,1168,1722,1757,0
504,896,611,1764,3183,2682,1332,1051,1428,1799,0
510,1100,612,1668,2732,2469,1370,1147,1756,2314,0
412,929,555,1911,3284,2952,1567,1108,1909,1805,0
453,986,720,2043,3093,2943,1568,1104,1668,1822,0
426,876,652,1956,3291,2745,1350,1026,1488,1628,0
554,1148,830,2186,3456,3170,1756,1289,1945,2116,0
748,1160,936,2034,2769,2585,1661,1447,1950,2350,0
479,922,607,1716,2901,2348,1146,1015,1375,1627,0
499,1065,716,2281,3764,3334,1674,1217,1705,1977,0
614,1042,845,2274,3419,2875,1623,1263,1830,2075,0
524,1191,742,2212,3709,3128,1635,1345,1862,2048,0
493,1178,744,2524,4048,3941,1938,1423,2219,2062,0
417,941,635,2428,4051,3662,1622,1166,1901,1734,0
540,1029,764,2149,3081,2941,1680,1322,1941,1997,0
390,873,558,1789,3527,2648,1301,959,1543,1536,0
547,1184,729,2262,3205,3412,1741,1405,2308,2215,0
565,1190,776,2077,3454,3182,1723,1314,2092,2107,0
415,913,518,1652,2432,2566,1476,1067,1690,1755,0
530,1252,727,1914,3058,2724,1673,1428,2081,2230,0
509,1100,716,2242,3234,3012,1496,1196,1664,2570,0
492,1082,724,2225,3862,3252,1606,1243,1797,1867,0
575,1074,832,2203,3507,3034,1599,1195,1811,2170,0
300,838,474,2079,3579,3309,1266,969,1599,1457,0
380,971,535,2019,3119,3116,1340,1098,1749,1585,0
608,1193,749,2034,3223,2954,1722,1439,2137,2111,0
671,1164,812,2282,3449,3063,1685,1431,2012,2231,0
602,1059,712,1760,3014,2544,1319,1188,1505,1974,0
713,1173,822,2106,3037,2750,1645,1365,1864,2237,0
455,1027,660,2073,3334,3002,1620,1240,2103,1946,0
475,1112,572,2060,3635,3115,1347,1259,1533,2412,0
540,1036,793,2364,3366,3099,1674,1208,1769,1935,0
489,938,716,1981,3257,2787,1441,1113,1707,1818,0
467,1102,733,2351,3918,3398,1655,1183,1835,2558,0
369,810,538,1707,2763,2491,1155,884,1113,1622,0
487,1043,592,1896,3399,3047,1449,1199,1880,1818,0
559,975,684,1948,2956,2704,1448,1167,1681,1894,0
409,1005,620,2350,3101,3404,1710,1297,2113,1918,0
434,962,550,1569,2616,2440,1308,1154,1607,1815,0
724,1219,948,2378,3341,3229,1826,1542,2113,2588,0
426,989,604,2051,3693,3037,1560,1145,1752,1795,0
479,1065,581,1664,2705,2274,1276,1132,1470,2033,0
672,1140,893,2004,2847,2764,1634,1402,2010,2234,0
466,945,663,2116,3351,2924,1456,1105,1691,1741,0
451,928,663,2277,4182,3435,1725,1138,1831,1670,0
533,1069,700,2013,3400,2896,1567,1167,1754,1983,0
474,1001,651,1988,2963,2851,1561,1157,1849,1885,0
326,780,436,1642,3159,2664,1124,878,1438,2073,0
582,1070,772,1922,2642,2671,1629,1255,1942,2069,0
530,1173,753,2037,3429,3026,1706,1363,1991,2088,0
353,905,646,2324,3451,3299,1469,1146,1945,2678,0
511,1080,677,2217,3619,3458,1713,1296,1964,1996,0
311,944,471,2199,3292,3575,1659,1238,2366,1625,0
519,1139,639,2072,3608,3197,1413,1344,2017,1872,0
328,815,397,1633,3177,2685,1269,1005,1432,1749,0
518,969,765,2012,3260,2890,1419,1148,1506,1861,0
387,896,493,2018,3061,2979,1234,1033,1456,1995,0
590,973,717,1753,2606,2407,1415,1196,1547,2350,0
508,1060,728,2189,3169,3052,1488,1159,1787,1864,0
513,1129,745,2353,3799,3295,1800,1325,2066,2571,0
461,1018,683,2199,2986,3009,1525,1127,1788,1764,0
516,982,711,2128,3777,3151,1491,1248,1709,1831,0
624,1115,820,2018,2848,2522,1483,1201,1691,2093,0
469,927,586,2011,3383,3151,1281,1093,1910,1737,0
462,1049,638,2543,4092,3739,1916,1340,2277,1966,0
484,1062,669,2448,3682,3241,1526,1246,1813,1811,0
555,1131,718,1820,2903,2604,1455,1184,1684,1954,0
485,1063,568,1908,3097,2930,1644,1258,1938,2029,0
405,1010,587,1946,3383,2893,1385,1084,1439,1618,0
581,1051,771,2159,3066,2824,1624,1328,1849,2141,0
444,1085,694,2285,4199,3378,1627,1252,1877,1984,0
489,1080,660,1961,3335,2694,1383,1200,1730,1798,0
326,770,509,1670,3067,2525,1190,828,1323,1432,0
420,918,613,2007,3250,2932,1489,1069,1702,1806,0
445,978,555,1695,2985,2536,1251,1132,1572,1674,0
501,951,649,2131,3095,2790,1604,1263,1758,1898,0
714,1247,914,2176,2795,2946,1762,1422,2105,2387,0
670,1305,833,2046,3068,2727,1639,1414,1966,2260,0
420,1004,501,1752,3182,2929,1416,1123,1647,1688,0
566,1068,708,2080,3560,3191,1651,1405,2074,2123,0
342,717,428,1891,3523,3021,1415,943,1610,1497,0
473,1021,718,2218,3560,3229,1609,1176,1969,1985,0
543,1010,726,1917,2971,2714,1434,1072,1605,1912,0
534,1081,768,2189,3027,2972,1714,1243,1980,2172,0
461,1032,715,2071,3057,2865,1555,1123,1770,2043,0
788,1265,861,2111,2929,2821,1788,1522,2120,2527,0
440,947,594,1763,3230,2698,1330,1109,1528,1657,0
600,1209,806,2191,3521,2867,1499,1270,1823,2139,0
462,1002,712,2153,3426,2844,1507,1102,1515,1693,0
571,1234,757,2285,3803,3241,1645,1319,2011,2230,0
403,974,610,2090,3549,3385,1467,1082,1793,1711,0
729,1259,907,2263,3364,3030,1737,1489,2216,2440,0
396,884,598,2106,3323,3251,1459,1051,1776,1646,0
548,974,727,1994,3566,2620,1241,1102,1346,2073,0
518,988,595,1621,2404,2308,1269,1112,1553,1984,0
502,1104,768,2212,3602,3211,1585,1247,1773,2008,0
422,1070,632,2244,3539,3358,1791,1220,2021,1880,0
385,916,506,2004,3214,2952,1553,1212,1853,1755,0
687,1145,838,2093,3205,2740,1670,1392,1837,2187,0
507,939,672,1760,2577,2516,1361,1064,1597,1763,0
470,1040,710,2310,3741,3294,1647,1258,1991,1926,0
515,988,698,2207,3350,3132,1734,1256,1843,1957,0
554,1075,787,2168,2985,2805,1705,1368,1775,2244,0
607,1119,803,1918,2648,2557,1547,1254,1784,2164,0
513,1008,778,2089,3212,3130,1669,1109,1679,1881,0
482,1018,790,2360,3475,3237,1583,1201,1857,1997,0
612,1101,836,2131,3556,2824,1463,1200,1729,2044,0
337,806,443,1763,2907,2900,1355,1059,1809,1636,0
446,1038,626,2185,3479,3381,1722,1133,1979,1912,0
551,1036,748,2093,3082,2932,1610,1244,1585,2339,0
386,983,552,1997,3374,3045,1517,1068,1747,1681,0
394,790,564,2181,3658,3235,1599,1036,1815,1693,0
380,822,490,1930,2973,2810,1263,962,1638,1516,0
457,1020,705,2064,3093,2834,1471,1178,1561,2384,0
360,859,531,1653,2894,2424,1223,991,1384,1528,0
334,907,660,2396,3872,3126,1364,1101,1378,2432,0
425,1020,618,2157,3296,3160,1660,1172,2006,1820,0
528,1050,692,1803,3234,2602,1399,1222,1676,1784,0
654,1108,787,1962,2792,2723,1593,1324,2043,2174,0
410,817,498,1651,3134,2567,1219,1011,1516,1541,0
527,913,655,1620,2454,2409,1326,1119,1704,1889,0
618,1068,820,2060,3325,2762,1470,1178,1636,2023,0
536,1188,717,2395,3596,3377,1533,1522,1839,2827,0
672,1175,833,2193,3019,2821,1595,1322,1852,2204,0
560,1004,668,1615,2439,2264,1275,1140,1569,2408,0
576,1054,692,1605,2566,2196,1357,1139,1642,1933,0
472,992,746,2349,3542,3394,1542,1169,2003,1841,0
420,941,642,2112,3566,3104,1629,1131,1849,1718,0
537,1110,727,2149,3622,3097,1736,1381,2073,2261,0
666,1218,820,2177,3384,2814,1548,1450,1886,2241,0
445,994,604,2215,3389,3264,1738,1300,1935,1872,0
441,801,603,1723,2961,2813,1259,948,1236,1675,0
409,1030,581,1840,3303,2863,1414,1054,1533,2101,0
683,1268,831,2229,2843,2969,1827,1535,2274,2507,0
508,1086,687,1870,3055,2596,1490,1190,1876,1966,0
407,890,525,1935,3432,3060,1424,1086,1632,1667,0
298,751,472,1946,4013,3349,1279,853,1325,1314,0
448,935,657,1959,2688,2842,1482,1116,1714,1799,0
421,960,562,2207,3716,3386,1577,1094,2068,1785,0
310,865,397,1474,2529,2324,1148,874,1361,1902,0
687,1230,908,2160,3230,2973,1529,1336,1770,2973,0
549,1075,798,2389,3473,3483,1739,1267,2010,2017,0
614,1071,835,1973,3274,2607,1372,1176,1639,2385,0
478,987,606,1749,3247,2514,1199,1041,1547,1746,0
770,1296,908,2081,2955,2765,1751,1511,2118,2535,0
475,1076,634,1851,3501,2648,1209,1190,1425,1991,0
433,993,542,1792,3390,3052,1415,1210,1849,1956,0
439,1035,586,2069,3234,2855,1454,1215,1784,1884,0
418,922,605,1674,2855,2596,1389,1119,1459,1831,0
567,1246,773,2172,3257,2982,1718,1454,2239,2285,0
458,1045,649,2367,3876,3358,1754,1276,2075,1927,0
427,900,609,2154,3911,3251,1440,1128,1651,1700,0
514,1114,686,1979,3113,2858,1555,1205,1885,2313,0
519,1151,684,2033,3895,2968,1450,1307,1735,1968,0
366,888,506,1756,3132,2688,1408,1030,1413,1555,0
417,955,539,2019,3427,3133,1612,1143,1882,1799,0
601,1088,748,1865,3032,2587,1399,1250,1827,1947,0
571,1029,736,1714,2662,2258,1365,1155,1541,1909,0
444,1006,604,2169,3941,3288,1700,1273,1920,2023,0
531,1037,705,2059,3335,2977,1491,1246,1629,2392,0
243,698,430,1810,3219,2903,1137,860,1432,1268,0
579,1126,823,2019,3066,2809,1552,1222,1871,2133,0
532,1025,648,1664,2599,2254,1245,1000,1513,2252,0
533,1109,766,2486,3869,3404,1674,1333,1963,2060,0
381,821,549,1912,3439,2906,1311,1060,1398,1610,0
443,937,515,1724,3221,2707,1272,1130,1643,1738,0
431,958,617,2033,3018,2998,1531,1137,1781,1986,0
383,977,526,1897,3448,2935,1463,1142,1875,1664,0
557,1232,741,2142,3203,3124,1626,1334,2055,2142,0
393,906,678,2744,3743,3891,1761,1580,2322,1950,0
526,983,653,1859,2936,2670,1480,1185,1812,1998,0
590,1080,822,1978,2962,2550,1464,1216,1630,2257,0
509,1142,705,2188,3580,3327,1655,1397,1784,2270,0
525,1189,699,1961,3294,2931,1628,1454,2004,2077,0
413,1055,558,1643,2744,2448,1306,1136,1638,1638,0
646,1164,829,2245,3658,3154,1671,1319,1914,2192,0
553,1099,775,2174,2867,3069,1724,1268,1937,2108,0
394,957,611,2243,3801,3648,1705,1185,1909,1799,0
