LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
417,1115,596,2395,3678,3626,1659,1342,2420,2065,0
371,913,553,1732,2820,2641,1400,1023,1666,1701,0
448,927,546,1762,3458,2558,1253,1004,1449,1623,0
461,1012,623,1783,3729,2955,1332,1162,1669,1765,0
615,1272,750,2167,2908,2979,1781,1475,2247,2286,0
599,1227,829,2273,2993,3010,1729,1469,1995,2972,0
337,817,475,1696,2911,2846,1219,899,1690,1594,0
256,788,406,2115,3403,3441,1570,1044,2113,1779,0
559,1150,753,2376,3146,3311,1755,1349,2193,2154,0
578,1138,763,1883,2933,2574,1416,1257,1698,2128,0
526,1191,821,2505,4020,3601,1793,1416,2043,2300,0
571,1309,764,2136,3362,2888,1631,1335,1983,2055,0
573,1148,727,2330,3441,3351,1756,1406,2132,2064,0
391,893,465,1751,2819,2767,1371,1158,1771,2214,0
426,1016,510,1785,3382,2948,1451,1165,1749,1752,0
367,993,537,2090,2845,2999,1398,1101,1704,2319,0
481,1063,749,2385,3744,3331,1644,1297,2043,2035,0
415,874,531,2015,3298,3042,1518,1145,1836,1607,0
529,1031,809,2227,3500,3003,1676,1239,1803,1943,0
370,924,569,1930,3598,3281,1592,1123,1689,1694,0
537,910,745,1808,2984,2478,1284,1031,1433,1790,0
681,1203,861,2100,2788,2677,1608,1332,1984,2316,0
612,1443,734,2275,3785,3188,1813,1592,2229,2498,0
593,1154,664,1817,2921,2585,1362,1259,1823,2142,0
419,954,607,2124,3538,2986,1525,1131,1789,1725,0
468,1015,628,1959,3409,2893,1304,1124,1551,1921,0
406,793,503,1515,2618,2480,1254,909,1458,1483,0
385,981,482,2060,3838,3529,1687,1246,2193,1815,0
235,766,354,2199,3762,3976,1455,1344,2435,1483,0
587,1057,799,1962,2805,2493,1521,1291,1741,2040,0
365,925,480,1935,3399,2968,1282,979,1659,1506,0
416,901,711,1890,3198,2680,1330,934,1323,1677,0
522,1180,638,1831,3301,2633,1438,1274,1767,1991,0
519,1135,703,2194,3323,2920,1621,1429,2112,2076,0
442,907,491,1582,2972,2508,1228,1047,1462,1644,0
384,943,546,2182,3363,3315,1603,1140,1938,1722,0
467,1012,717,1977,2760,2581,1399,1086,1459,2082,0
479,961,709,2202,3372,3078,1582,1175,1647,1760,0
456,1027,671,2210,3630,3336,1548,1245,1559,1982,0
409,819,574,1817,2870,2648,1075,918,1240,1830,0
335,770,460,1584,2689,2515,1217,870,1372,1607,0
471,1050,697,1984,3259,2871,1624,1196,1863,1895,0
504,984,767,1994,3256,2849,1396,1156,1597,1865,0
494,1086,658,2119,3617,3220,1576,1306,2053,1961,0
349,827,525,1865,3164,2845,1341,953,1563,1472,0
549,1129,670,1892,3055,2699,1436,1221,1809,1962,0
571,1068,627,1660,2476,2597,1399,1204,1810,2716,0
434,934,546,1705,2971,2608,1323,973,1474,1729,0
408,950,485,1931,3212,2983,1443,1032,1747,1621,0
409,997,562,2236,3599,3516,1649,1206,2176,1806,0
579,1173,811,2377,3533,3101,1694,1387,2112,2161,0
602,1128,794,2060,3034,2951,1592,1360,1863,2154,0
553,985,656,1693,2311,2277,1381,1202,1760,1926,0
317,752,514,1836,3248,2874,1318,910,1411,1460,0
534,896,649,1840,3061,2536,1292,1013,1522,1785,0
445,1088,644,2035,3207,3217,1692,1190,2104,1974,0
449,980,567,1668,2986,2496,1390,1106,1611,1762,0
409,984,564,2279,4193,3708,1623,1098,1808,1709,0
484,1070,647,2262,3346,3125,1502,1294,1608,2158,0
570,1108,637,1672,2698,2454,1516,1372,2037,2171,0
520,1255,697,2306,3902,3358,1756,1399,2085,2560,0
555,1134,793,1700,2687,2410,1393,1205,1739,2064,0
540,1133,743,1978,3304,2758,1484,1266,1896,1898,0
544,1127,755,2162,3372,3160,1697,1301,1885,2009,0
509,1090,700,2197,3070,3096,1577,1457,1977,2162,0
579,1212,846,2227,3179,3080,1732,1395,2038,2162,0
539,1230,625,1912,3091,2659,1436,1275,1676,2873,0
528,989,627,1676,2726,2322,1308,1156,1452,2025,0
428,842,585,1857,2906,2530,1117,936,1224,1787,0
392,872,568,1930,3299,2824,1402,1013,1580,1597,0
382,880,506,1967,3325,3308,1571,1157,1879,1792,0
399,895,511,1669,2848,2455,1156,982,1387,1558,0
506,950,597,1991,2814,2740,1399,1125,1600,2397,0
379,929,431,2228,3546,3420,1544,1359,1997,2107,0
607,1120,832,2192,3273,2985,1672,1248,1835,2177,0
497,1110,744,2363,3762,3384,1723,1370,2066,2085,0
555,1169,696,2158,2953,3007,1792,1463,2245,2253,0
472,880,617,1891,2944,2655,1265,1015,1276,1794,0
692,1135,895,2323,3261,3028,1728,1469,1882,2481,0
472,1027,653,2079,3604,3061,1494,1338,1937,1960,0
482,1060,703,2150,3624,3115,1533,1241,1864,1868,0
576,1133,728,2315,2917,3108,1771,1484,2033,2503,0
474,1043,566,1908,3421,3207,1614,1330,2269,2120,0
259,725,400,1813,2961,2885,1214,920,1837,1268,0
492,952,614,2246,3838,3356,1616,1354,1667,1961,0
438,864,591,1672,2795,2617,1312,993,1413,1759,0
709,1288,904,2360,3419,2913,1848,1639,2307,2485,0
460,992,611,1814,2728,2716,1424,1143,1730,1882,0
571,1202,684,2019,3244,2820,1653,1441,2212,2250,0
463,940,665,2043,3792,2973,1434,1209,1395,2104,0
623,1116,776,1952,2745,2663,1567,1287,1919,2116,0
512,1119,646,2004,3232,2876,1538,1358,1931,2039,0
447,1087,578,2356,3801,3536,1818,1335,2311,1959,0
547,1118,714,2331,3474,3178,1582,1229,2046,2156,0
488,985,543,1686,2702,2470,1395,1191,1745,1760,0
660,1190,784,1929,2946,2691,1514,1309,1884,2394,0
365,1015,537,2298,3368,3388,1653,1440,2120,2584,0
338,861,456,1581,2799,2622,1387,911,1482,1675,0
503,1073,746,2197,3967,2986,1623,1261,1777,1792,0
434,1013,554,1743,2873,2727,1437,1155,1774,1774,0
507,995,685,2009,3385,3038,1443,1067,1681,1899,0
543,1125,808,2411,3537,3209,1730,1197,1943,2004,0
399,859,522,1800,3006,2842,1381,987,1698,1651,0
281,827,423,1893,2659,2775,1475,1105,1989,1483,0
445,1027,592,1776,2641,2435,1381,1114,1686,1813,0
640,1140,786,1971,3269,2720,1564,1344,1917,2205,0
553,1067,804,2382,3633,3208,1738,1277,1911,2102,0
396,813,612,2057,3273,3069,1453,1064,1491,1592,0
435,977,646,1926,3099,2605,1372,1110,1557,1717,0
478,1087,721,2316,3508,3163,1733,1260,1905,1999,0
481,1078,703,2379,4072,3341,1745,1228,1860,1836,0
480,1145,668,1966,3515,2605,1370,1210,1701,1740,0
552,1192,739,2164,3485,2928,1607,1355,1931,2029,0
582,1140,767,2068,3095,2850,1537,1289,1921,2125,0
472,1011,708,2063,3545,3101,1572,1251,1875,1862,0
521,1268,768,2165,3547,2811,1626,1481,2086,2109,0
481,1077,702,2160,3250,2987,1687,1211,1862,2013,0
396,827,480,1976,3753,3385,1553,1120,1688,1826,0
497,1058,677,2319,3674,3632,1783,1318,2158,2054,0
513,1082,711,2190,3272,3071,1644,1304,2040,2127,0
518,1027,730,2070,3038,2729,1467,1209,1546,1858,0
495,933,649,1674,2551,2296,1300,1115,1651,1790,0
362,930,515,1893,3421,2894,1281,1026,1327,1665,0
411,952,509,2112,3401,3281,1395,1077,1658,2430,0
562,1198,720,1989,3719,2765,1394,1287,1544,2434,0
361,886,515,1891,3262,3080,1348,1057,1712,1728,0
668,1289,847,2165,3380,2772,1585,1324,1777,2991,0
518,1131,603,1926,3119,2688,1440,1251,1793,1881,0
321,841,597,2048,3344,3004,1284,1213,1391,2103,0
395,891,573,1671,3211,2662,1306,1082,1391,1638,0
558,1240,686,2138,3806,3160,1557,1388,2051,2016,0
395,927,471,1567,2948,2583,1217,1046,1557,1653,0
538,1106,747,2259,3208,2998,1702,1354,2129,2159,0
345,833,501,2125,3615,3185,1424,1023,1657,1573,0
424,937,592,1766,2776,2686,1423,1036,1418,1567,0
543,1093,734,2327,3673,3444,1832,1377,2096,2057,0
493,1051,556,1681,2730,2579,1468,1294,1990,1920,0
386,770,459,1762,3365,3012,1373,980,1689,1974,0
412,912,561,1619,2453,2265,1238,1094,1606,2122,0
442,1027,548,2087,3269,3229,1597,1230,2144,1871,0
581,1048,731,2112,3357,2976,1559,1340,1839,1995,0
419,967,566,1959,3562,2965,1440,1114,1643,1649,0
509,1133,704,2165,3552,3069,1485,1385,1583,2340,0
499,945,657,2012,3264,2876,1488,1106,1678,1771,0
582,1211,843,2743,4518,3595,1813,1361,2081,2001,0
564,1090,705,1771,2847,2394,1323,1262,1495,2390,0
455,1065,608,1777,2982,2447,1409,1247,1711,1743,0
456,990,577,2084,3003,3011,1543,1238,1886,1957,0
522,992,628,1929,3025,2803,1668,1316,1965,1988,0
321,698,450,1815,3683,2947,1087,810,1301,1708,0
479,1175,643,2100,3484,3184,1525,1303,1924,2723,0
421,954,590,2225,3877,3322,1535,1112,1894,2205,0
349,862,439,1808,3318,2976,1312,1037,1485,1726,0
761,1245,848,2093,2925,2704,1728,1527,2176,2473,0
469,972,618,1856,2787,2558,1329,1040,1592,1739,0
582,1149,673,1699,3114,2400,1217,1160,1490,1894,0
569,1227,747,2251,3370,3055,1655,1353,2003,2730,0
486,1050,546,1814,3301,2711,1290,1138,1713,1701,0
539,1199,755,2237,3125,2973,1726,1320,2179,2075,0
532,1111,769,2106,3394,2948,1548,1307,1943,1974,0
509,1264,583,2094,3767,3245,1658,1403,2212,2189,0
547,1173,678,1857,2898,2697,1612,1364,1908,2172,0
601,1065,737,1966,2623,2564,1448,1329,1748,2431,0
491,1049,640,2116,3375,3219,1552,1281,1957,2031,0
480,1063,781,2359,3922,3372,1733,1350,2106,1954,0
488,1016,669,2210,3441,3247,1700,1428,2042,2004,0
412,957,551,1749,3095,2539,1299,1007,1499,1642,0
484,955,655,1669,3031,2574,1254,1016,1516,1678,0
398,888,601,2033,3644,2895,1384,988,1361,2087,0
523,947,656,1680,2834,2527,1319,1003,1387,2106,0
525,1158,768,2047,3448,2904,1616,1281,1852,2341,0
731,1382,841,2051,2930,2819,1779,1676,2141,2785,0
574,1223,759,2151,3721,2934,1585,1529,2007,1997,0
582,1414,710,2245,3452,3040,1662,1479,2204,2328,0
515,1135,624,2030,2893,2875,1614,1302,2082,1945,0
514,1104,664,2167,3355,3025,1560,1201,1609,2426,0
518,1022,674,2024,2986,3023,1605,1334,1967,2095,0
464,987,632,2203,3108,3125,1677,1198,2273,1883,0
393,841,498,2053,3461,3170,1448,1078,1668,1614,0
462,991,672,2081,3418,3001,1610,1244,2064,1882,0
384,762,464,1416,2442,2221,1164,937,1362,1496,0
510,956,673,1741,2924,2439,1184,1080,1243,1940,0
435,1010,540,1971,3447,3278,1563,1182,1870,1859,0
420,861,581,1958,3303,2868,1362,964,1421,2174,0
699,1263,790,2156,3273,3030,1795,1572,2260,2422,0
616,1108,761,1968,3092,2654,1516,1286,1778,1938,0
421,1015,657,2287,3984,3642,1477,1177,1836,1744,0
523,934,648,1713,2790,2399,1318,1089,1563,1807,0
439,1033,689,2006,3178,2950,1465,1108,1718,1886,0
292,912,516,2311,3067,3421,1606,1239,2434,1668,0
532,1016,715,1929,2825,2669,1404,1200,1673,1870,0
414,908,620,2016,3747,3152,1506,1103,1657,1647,0
540,1029,764,2149,3081,2941,1680,1322,1941,1997,0
437,973,559,1803,3204,2640,1236,1000,1440,1548,0
311,826,519,2015,3340,3175,1451,914,1796,1778,0
547,1184,729,2262,3205,3412,1741,1405,2308,2215,0
587,1087,719,1651,2558,2245,1263,1270,1677,2218,0
556,1029,714,1759,2402,2470,1482,1133,1785,2106,0
460,1027,590,2081,3396,2835,1585,1217,1951,1798,0
441,971,639,2037,3047,3054,1469,1191,1969,1952,0
303,771,478,1720,2920,2542,1176,855,1217,1764,0
416,946,563,2062,3452,3229,1548,1272,1957,1835,0
413,954,488,1932,2844,2910,1608,1178,2143,1817,0
551,1097,798,2412,3934,3478,1595,1208,1736,2467,0
337,936,597,2007,3492,3259,1566,1045,1814,2503,0
434,882,562,1725,2581,2318,1366,1080,1459,1737,0
523,1131,634,1903,3181,2737,1592,1319,1898,1930,0
561,1110,818,2304,3508,3144,1648,1336,1893,2128,0
438,913,685,2227,3242,2927,1559,1188,1690,1791,0
422,969,517,1657,3000,2529,1255,1086,1582,1684,0
455,1027,660,2073,3334,3002,1620,1240,2103,1946,0
481,1058,598,1826,3355,2581,1224,1256,1360,2365,0
339,789,425,1678,3354,2657,1163,894,1406,1281,0
418,1131,594,2042,3542,3086,1498,1185,1873,1884,0
609,1208,704,2239,2875,3163,1757,1502,2274,2359,0
495,929,690,1857,2879,2524,1289,1114,1752,1715,0
350,866,472,1526,2691,2388,1181,1097,1724,1529,0
409,1005,620,2350,3101,3404,1710,1297,2113,1918,0
457,1076,595,2360,3992,3643,1678,1366,2012,2165,0
434,962,550,1569,2616,2440,1308,1154,1607,1815,0
458,1016,623,2117,3460,2966,1609,1231,1871,1899,0
594,1108,810,2089,3050,2855,1607,1333,1869,2087,0
557,1199,792,2469,4154,3470,1761,1345,1931,2006,0
500,967,640,1440,2242,1986,1231,1091,1418,1778,0
600,1132,732,2075,3049,2687,1538,1273,1712,2674,0
465,1103,648,2234,3335,3073,1645,1264,1879,2624,0
528,1087,722,2287,3504,3157,1734,1286,2168,2007,0
450,1045,627,2140,3419,3251,1567,1293,1951,2403,0
531,1166,666,2465,3650,3454,1877,1435,2508,2177,0
537,1028,709,1891,3366,2664,1499,1201,1734,2371,0
453,1056,648,2219,3057,3161,1597,1206,1786,1899,0
368,891,518,1613,3457,2654,1103,1007,1189,1657,0
474,1001,651,1988,2963,2851,1561,1157,1849,1885,0
582,1070,772,1922,2642,2671,1629,1255,1942,2069,0
353,905,646,2324,3451,3299,1469,1146,1945,2678,0
323,698,388,1447,2792,2334,1073,796,1288,1244,0
519,1139,639,2072,3608,3197,1413,1344,2017,1872,0
328,815,397,1633,3177,2685,1269,1005,1432,1749,0
246,696,441,1846,3350,2960,1198,896,1408,1219,0
597,1127,644,1761,2463,2271,1438,1395,1750,2120,0
539,1016,670,1700,2603,2296,1277,1111,1329,2091,0
518,969,765,2012,3260,2890,1419,1148,1506,1861,0
523,1033,673,1791,3364,2660,1296,1125,1586,1774,0
487,1023,676,1915,2573,2640,1436,1178,1879,1914,0
590,973,717,1753,2606,2407,1415,1196,1547,2350,0
385,917,518,2005,2863,2617,1323,1057,1317,2118,0
525,1010,715,2035,3133,2963,1578,1149,1705,1904,0
578,993,605,1628,2428,2193,1397,1241,1817,2018,0
513,1129,745,2353,3799,3295,1800,1325,2066,2571,0
450,1033,676,2214,3431,2838,1544,1207,1655,1719,0
526,1036,697,2094,2920,2780,1566,1291,1915,2085,0
543,1056,670,1883,3010,2572,1390,1195,1643,1950,0
344,733,371,1561,3067,2624,1222,1008,1543,1331,0
484,1010,691,2027,2985,2862,1709,1280,1876,1982,0
449,970,620,2077,3511,3214,1718,1197,1903,1820,0
482,1124,642,1975,3467,2896,1361,1254,1866,1853,0
576,1160,713,2071,3111,2838,1644,1393,1788,2658,0
485,1063,568,1908,3097,2930,1644,1258,1938,2029,0
419,963,575,2163,3184,3193,1579,1221,1857,1814,0
486,998,638,1994,3123,2900,1603,1258,1846,1984,0
454,1089,693,2311,3881,3640,1845,1416,2232,1969,0
449,993,667,2124,3244,2958,1461,1193,1528,1959,0
455,953,596,1731,3005,2697,1472,1169,1748,1869,0
697,1205,817,2061,2947,2814,1710,1418,2005,2338,0
415,957,525,2249,4119,3893,1576,1054,1816,1921,0
458,989,577,1679,3045,2465,1184,1070,1451,1554,0
365,844,455,1856,3734,3180,1386,1077,1578,1644,0
350,862,473,1752,3034,2616,1312,942,1612,1452,0
500,870,658,1824,2696,2508,1294,1011,1395,1764,0
615,1079,774,2035,2813,2775,1540,1289,1924,2155,0
329,809,403,1796,2929,2785,1199,894,1354,1422,0
285,732,381,1544,3216,2710,1052,814,1127,1591,0
539,1159,716,1811,3193,2522,1512,1336,1732,2700,0
442,1148,680,2300,3578,3253,1766,1241,1960,1932,0
543,1099,747,2226,3341,3030,1503,1125,1641,1881,0
579,1244,663,1898,3038,2632,1555,1377,2040,2246,0
572,1124,788,2167,3088,3078,1800,1415,2238,2210,0
395,888,585,2079,3349,2998,1382,986,1613,1984,0
490,1015,624,1888,3159,2770,1364,1204,1741,1705,0
601,1172,845,2412,3724,3151,1706,1345,1894,2094,0
483,1047,500,1695,2817,2522,1249,1159,1752,1887,0
606,1104,770,2020,3083,2963,1613,1376,2037,2176,0
340,886,444,1808,3577,3187,1267,980,1652,1591,0
684,1278,805,1942,2799,2671,1575,1418,2238,3158,0
322,815,442,2061,3992,3322,1178,819,1406,1393,0
396,884,598,2106,3323,3251,1459,1051,1776,1646,0
387,902,576,2207,3478,3254,1435,1092,1777,1748,0
546,1209,735,2115,3653,3099,1682,1246,2020,2195,0
401,964,628,2145,3894,3293,1688,1172,1755,1805,0
377,951,567,2050,3193,2951,1548,1045,1839,1685,0
383,926,474,1845,2918,2736,1434,1121,1648,1845,0
641,1305,922,2432,3895,3164,1806,1430,1958,2283,0
538,1016,779,1915,3145,2598,1434,993,1447,2071,0
468,830,668,1872,2983,2589,1323,941,1390,1636,0
444,921,513,1617,2942,2395,1252,1035,1589,1680,0
370,953,533,2192,3714,3207,1346,1068,1450,2037,0
398,883,502,2016,3912,3246,1243,1020,1628,1577,0
513,1008,778,2089,3212,3130,1669,1109,1679,1881,0
425,932,634,1974,3050,2750,1409,956,1504,2134,0
668,1332,904,2607,4245,3668,1858,1459,2085,2330,0
482,1018,790,2360,3475,3237,1583,1201,1857,1997,0
392,935,560,2056,3831,3167,1178,1008,1573,1630,0
389,894,467,1576,2332,2165,1117,1052,1786,1677,0
574,1299,729,2290,4032,3364,1779,1559,2299,2715,0
635,1222,814,2248,2987,2991,1759,1378,2114,2364,0
447,987,590,2022,3247,2893,1417,1195,1665,2757,0
719,1248,833,2181,2925,2993,1678,1454,2174,2539,0
362,854,521,2389,4221,3845,1497,1068,1884,1584,0
390,932,539,2058,3614,3162,1543,1128,1732,1750,0
388,939,528,1922,2937,2995,1512,1078,2029,1716,0
337,806,443,1763,2907,2900,1355,1059,1809,1636,0
531,1287,762,2348,3192,3284,1907,1446,2304,2413,0
650,1269,830,2057,3056,2802,1696,1549,2112,2429,0
615,1184,832,2345,3333,3184,1887,1377,2213,2290,0
576,1108,821,2337,3767,3415,1872,1432,2138,2130,0
348,897,469,1797,3099,3028,1429,1031,1713,1549,0
524,1036,738,2342,3696,3430,1815,1440,2233,2006,0
530,1172,677,2070,2728,3027,1548,1348,2079,2161,0
536,980,751,2022,3037,2751,1515,1160,1642,2040,0
360,859,531,1653,2894,2424,1223,991,1384,1528,0
509,1065,645,2021,2975,3025,1596,1187,1949,1968,0
654,1108,787,1962,2792,2723,1593,1324,2043,2174,0
422,900,563,1814,2790,2521,1237,1019,1408,1664,0
668,1255,867,2074,2874,2595,1619,1340,1913,2259,0
618,1068,820,2060,3325,2762,1470,1178,1636,2023,0
536,1188,717,2395,3596,3377,1533,1522,1839,2827,0
478,1047,594,1805,3292,2912,1387,1159,1827,1853,0
632,1175,891,2134,3471,2713,1582,1292,1709,2067,0
510,1061,650,1866,2834,2692,1623,1219,1717,2628,0
681,1228,865,2106,3189,2811,1535,1357,1921,2341,0
510,969,672,1993,3158,2774,1347,1161,1534,1794,0
