LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
438,834,564,1648,2944,2362,1102,1017,1401,1578,0
660,1200,880,2358,3510,3263,1739,1482,2001,2427,0
448,1102,607,2065,2954,3050,1529,1233,2023,1963,0
518,916,690,1864,2882,2583,1405,1151,1621,1840,0
592,1098,664,1754,2486,2317,1362,1205,1773,2405,0
554,1227,781,2107,3072,3123,1667,1253,2064,2164,0
771,1265,853,2039,2827,2614,1576,1412,1924,2275,0
268,778,515,2298,3803,3704,1452,1048,2058,1401,0
380,938,582,2452,3718,3479,1528,1240,2191,1664,0
424,1005,552,1930,3527,2845,1405,1083,1661,1696,0
660,1130,852,2099,3576,2915,1436,1321,1548,2475,0
485,989,639,2122,3141,3067,1545,1262,1971,2107,0
514,1001,606,1993,2996,2932,1387,1146,1557,2370,0
366,816,438,1998,3548,3510,1404,980,1709,1510,0
481,998,690,2148,3628,2901,1536,1156,1661,1816,0
426,905,530,2283,4005,3447,1552,1070,1854,1636,0
571,1287,763,2274,4017,3386,1686,1439,1864,2633,0
621,1193,808,2075,3044,2859,1596,1354,1923,2160,0
388,819,567,2206,3832,3242,1563,1099,1688,1696,0
549,1190,626,1989,3385,3060,1522,1324,2152,2111,0
645,1124,792,2210,3491,3159,1758,1319,1812,2856,0
437,1136,653,2173,3621,3465,1599,1230,2056,2195,0
706,1206,869,2291,3189,3000,1686,1446,2043,2366,0
491,1037,654,1912,3487,2763,1414,1217,1738,1775,0
321,713,388,1649,3198,2702,1233,859,1589,1424,0
432,938,559,1802,2982,2641,1265,990,1508,1603,0
625,1080,813,2044,2991,2833,1620,1310,1821,2203,0
448,1041,578,1961,2572,2924,1607,1250,1915,2206,0
451,1052,560,1893,3062,2979,1493,1289,1799,1914,0
282,705,478,1816,3040,2746,1137,942,1208,1478,0
509,1098,718,2198,3089,3092,1683,1204,1936,2011,0
508,1115,731,2531,4015,3598,1891,1295,2077,2083,0
372,835,500,1708,3059,2816,1269,1045,1464,1650,0
407,1008,605,2153,3242,3108,1595,1124,1910,1817,0
336,787,509,1953,3203,2895,1120,840,1349,1503,0
331,797,525,1759,3257,2926,1355,954,1430,1514,0
431,939,544,1518,2803,2270,1246,1063,1540,2101,0
380,884,515,2013,3575,3024,1468,1120,1779,1594,0
429,940,553,1715,2930,2515,1345,1095,1590,1707,0
585,1122,722,1859,2925,2484,1407,1374,1706,2241,0
709,1288,916,2252,3155,2924,1812,1484,2009,2411,0
309,682,433,1622,3081,2558,1091,786,1130,1304,0
358,701,462,1641,2741,2563,1106,842,1298,1353,0
560,1088,699,2018,3376,2822,1462,1228,1781,2109,0
379,831,475,1753,3592,2911,1117,893,1095,1802,0
541,1120,657,2155,3685,3255,1460,1280,1706,2341,0
454,974,600,1835,2774,2678,1398,1019,1719,2129,0
562,1262,757,2055,3384,2801,1543,1472,1702,2296,0
474,1081,588,2351,3655,3363,1511,1180,1968,2354,0
443,907,591,1647,3223,2484,1256,1012,1346,1747,0
418,988,585,1638,3345,2620,1310,1006,1447,1757,0
299,698,393,1766,3738,3115,1150,847,1195,1619,0
424,980,518,1829,3011,2776,1427,1105,1849,1789,0
425,953,501,1666,2869,2580,1341,1112,1462,1875,0
376,819,581,1959,3275,2905,1402,927,1505,1374,0
524,1008,688,2120,3232,3086,1624,1283,1977,2012,0
480,1000,641,1996,3382,2939,1438,1229,1606,1865,0
583,1064,762,1983,2920,2679,1532,1259,1790,2003,0
512,903,605,1680,2826,2356,1179,1067,1261,2163,0
632,1060,816,2243,3472,2988,1605,1253,1761,1964,0
673,1204,879,2186,3489,2993,1711,1400,1963,2327,0
435,906,492,1771,3181,2859,1593,1061,1862,1684,0
688,1206,882,2184,2895,2880,1689,1379,2016,2421,0
379,872,458,1869,3126,2934,1411,1062,1724,1541,0
445,1116,687,2089,3491,2957,1490,1222,1921,1910,0
538,966,736,2186,3427,3096,1472,1231,1798,1944,0
579,1084,797,2205,3177,3036,1619,1238,1920,2165,0
542,941,736,1718,2428,2444,1409,1050,1439,1811,0
398,877,599,1828,2848,2601,1389,1002,1581,1661,0
422,1098,658,2254,4153,3423,1647,1310,1898,1785,0
688,1185,826,2055,2648,2575,1581,1324,1919,2293,0
376,906,525,1858,3197,2852,1392,1057,1541,2352,0
484,1004,694,2240,3509,3116,1734,1297,1955,1875,0
482,1096,731,2465,4076,3352,1671,1296,1894,1735,0
498,997,751,2310,3404,3218,1595,1093,1865,2044,0
312,720,486,1854,3592,3014,1180,894,1355,1261,0
728,1342,952,2316,3354,3039,1719,1598,2073,2514,0
536,1068,673,2179,2972,2851,1614,1333,1924,2000,0
405,990,603,2202,3787,3350,1566,1190,1931,1770,0
543,1195,799,2530,3509,3345,1830,1393,2201,2171,0
625,1244,782,1979,2939,2782,1709,1343,2125,2317,0
541,1139,718,1967,3206,2779,1505,1313,1818,2196,0
406,991,618,2275,4043,3490,1578,1147,1815,1813,0
338,732,513,1686,3118,2758,1261,875,1336,1459,0
545,1103,637,2038,3628,3031,1497,1317,2005,1983,0
629,1142,738,1806,2652,2753,1520,1290,1926,2253,0
452,853,623,2040,3094,2931,1324,1122,1578,1674,0
521,1171,715,2398,3869,3219,1679,1413,2131,2154,0
354,847,562,1936,3189,2799,1396,1020,1602,1541,0
684,1332,839,2094,3213,2953,1672,1373,1974,2206,0
604,1102,799,2068,2950,2624,1534,1310,1437,2640,0
576,1225,751,1932,3347,2733,1627,1365,2023,2042,0
420,999,597,2148,3707,3233,1700,1223,1864,1871,0
526,1127,635,1790,3086,2828,1484,1281,1691,2269,0
434,772,540,1782,2930,2704,1209,906,1362,1505,0
587,998,731,2066,3258,2668,1393,1140,1464,1812,0
319,749,412,1391,2613,2312,1115,938,1419,1395,0
507,1067,729,2108,3451,3010,1581,1192,1739,2209,0
438,1032,605,1835,2994,2615,1342,1019,1592,1809,0
458,953,666,2224,4011,3315,1531,1056,1710,1836,0
538,979,716,1844,2489,2543,1532,1212,1770,2055,0
554,1022,659,1695,2578,2271,1325,1081,1484,2451,0
488,977,640,2213,3744,3489,1707,1179,1743,1892,0
307,714,467,1642,3123,2580,1043,878,1068,1476,0
541,1190,847,2234,3777,3020,1592,1440,1878,2025,0
512,1085,659,2114,3110,2942,1674,1225,2042,2077,0
381,980,443,1811,2894,2837,1546,1035,2004,1732,0
766,1274,886,2249,3429,2931,1607,1416,2031,2675,0
557,925,704,1986,3071,2702,1406,1160,1708,1794,0
637,1222,756,2233,3309,3146,1789,1402,2046,2340,0
613,1152,782,1913,2835,2622,1446,1224,1906,2167,0
547,1038,787,2347,3787,3289,1674,1237,1854,1908,0
500,1202,624,1817,2852,2670,1518,1236,1664,2050,0
602,1070,762,2025,3026,2803,1541,1458,1639,2375,0
523,1201,680,2426,3993,3397,1666,1446,1730,2609,0
509,1049,690,1993,3174,3103,1654,1297,1885,2118,0
403,917,501,1725,3240,2818,1349,1113,1714,1769,0
659,1204,847,2190,3010,3037,1810,1413,2005,2685,0
470,1018,723,2349,4199,3646,1694,1296,2079,1960,0
523,947,656,1680,2834,2527,1319,1003,1387,2106,0
514,959,583,1594,2582,2405,1348,1156,1577,1862,0
570,936,681,1941,3070,2906,1516,1218,1828,2058,0
375,941,512,1913,3452,3407,1571,1145,1576,1752,0
496,1016,737,2092,2843,2851,1495,1139,1699,1816,0
501,914,593,1554,2555,2135,1155,986,1251,2018,0
655,1196,835,2068,3035,2775,1600,1312,2031,2355,0
380,907,555,1958,3298,3186,1571,1135,1793,1708,0
581,1157,813,2429,3928,3175,1727,1259,1924,2083,0
577,1116,794,2292,3366,3365,1735,1338,2061,2156,0
523,1078,765,2414,3500,3350,1744,1289,2048,1964,0
590,1072,823,2285,3559,3212,1756,1289,2022,2184,0
504,896,611,1764,3183,2682,1332,1051,1428,1799,0
510,1100,612,1668,2732,2469,1370,1147,1756,2314,0
426,876,652,1956,3291,2745,1350,1026,1488,1628,0
554,1148,830,2186,3456,3170,1756,1289,1945,2116,0
479,922,607,1716,2901,2348,1146,1015,1375,1627,0
565,1084,769,2026,3289,2663,1349,1236,1580,2833,0
627,1091,732,1891,3182,2729,1594,1278,1852,2118,0
442,952,604,2170,3483,2845,1526,1079,1763,1856,0
614,1042,845,2274,3419,2875,1623,1263,1830,2075,0
530,1184,657,2108,3633,3198,1592,1402,1957,2435,0
524,1191,742,2212,3709,3128,1635,1345,1862,2048,0
493,1178,744,2524,4048,3941,1938,1423,2219,2062,0
417,941,635,2428,4051,3662,1622,1166,1901,1734,0
340,803,447,1820,3044,2712,1278,1005,1575,1601,0
415,913,518,1652,2432,2566,1476,1067,1690,1755,0
530,1252,727,1914,3058,2724,1673,1428,2081,2230,0
492,1082,724,2225,3862,3252,1606,1243,1797,1867,0
575,1074,832,2203,3507,3034,1599,1195,1811,2170,0
310,818,486,1645,2891,2652,1157,910,1324,1810,0
300,838,474,2079,3579,3309,1266,969,1599,1457,0
380,971,535,2019,3119,3116,1340,1098,1749,1585,0
608,1193,749,2034,3223,2954,1722,1439,2137,2111,0
588,1227,848,2474,4243,3519,1776,1431,1938,2510,0
671,1164,812,2282,3449,3063,1685,1431,2012,2231,0
602,1059,712,1760,3014,2544,1319,1188,1505,1974,0
501,1025,595,1486,2163,2130,1269,1066,1580,1985,0
713,1173,822,2106,3037,2750,1645,1365,1864,2237,0
680,1121,775,1835,2638,2374,1524,1276,1801,2108,0
475,1112,572,2060,3635,3115,1347,1259,1533,2412,0
540,1036,793,2364,3366,3099,1674,1208,1769,1935,0
279,775,433,1845,3032,2764,1282,1032,1823,1321,0
632,1181,770,1958,2964,2697,1420,1264,1694,2556,0
467,1102,733,2351,3918,3398,1655,1183,1835,2558,0
369,810,538,1707,2763,2491,1155,884,1113,1622,0
559,975,684,1948,2956,2704,1448,1167,1681,1894,0
357,888,499,1658,2996,2773,1330,985,1682,1616,0
434,962,550,1569,2616,2440,1308,1154,1607,1815,0
724,1219,948,2378,3341,3229,1826,1542,2113,2588,0
349,822,480,1932,3745,3061,1304,938,1452,1875,0
445,1008,660,2380,3990,3546,1717,1249,2033,1845,0
359,863,434,1907,3087,2962,1337,1020,1562,1947,0
533,1069,700,2013,3400,2896,1567,1167,1754,1983,0
326,780,436,1642,3159,2664,1124,878,1438,2073,0
511,1110,730,2160,4125,2821,1408,1247,1646,1738,0
511,1080,677,2217,3619,3458,1713,1296,1964,1996,0
387,896,493,2018,3061,2979,1234,1033,1456,1995,0
508,1060,728,2189,3169,3052,1488,1159,1787,1864,0
461,1018,683,2199,2986,3009,1525,1127,1788,1764,0
516,982,711,2128,3777,3151,1491,1248,1709,1831,0
624,1115,820,2018,2848,2522,1483,1201,1691,2093,0
484,1062,669,2448,3682,3241,1526,1246,1813,1811,0
531,1260,725,2154,3858,3310,1580,1518,2230,2384,0
555,1131,718,1820,2903,2604,1455,1184,1684,1954,0
405,1010,587,1946,3383,2893,1385,1084,1439,1618,0
444,1085,694,2285,4199,3378,1627,1252,1877,1984,0
489,1080,660,1961,3335,2694,1383,1200,1730,1798,0
415,917,492,1764,3134,2922,1454,1218,1784,1744,0
326,770,509,1670,3067,2525,1190,828,1323,1432,0
420,918,613,2007,3250,2932,1489,1069,1702,1806,0
445,978,555,1695,2985,2536,1251,1132,1572,1674,0
714,1247,914,2176,2795,2946,1762,1422,2105,2387,0
616,1147,849,2167,3690,2917,1593,1284,1801,2080,0
571,1218,815,2236,3232,3132,1743,1369,1932,2820,0
591,1114,705,1744,2596,2499,1577,1165,1999,2510,0
477,953,665,2141,3785,3046,1625,1150,1721,1717,0
530,1067,781,2205,3075,2810,1639,1259,1798,1936,0
565,1251,731,2129,3359,3122,1691,1410,2024,2594,0
342,717,428,1891,3523,3021,1415,943,1610,1497,0
473,1021,718,2218,3560,3229,1609,1176,1969,1985,0
301,750,383,1589,3084,2911,1078,855,1325,1320,0
430,941,647,2145,3490,2935,1560,1082,1781,1658,0
471,855,597,1437,2058,1963,1128,1031,1528,1721,0
543,1010,726,1917,2971,2714,1434,1072,1605,1912,0
403,879,609,1610,2577,2251,1270,1013,1400,2064,0
534,1081,768,2189,3027,2972,1714,1243,1980,2172,0
461,1032,715,2071,3057,2865,1555,1123,1770,2043,0
407,901,509,1812,2880,3030,1565,1148,1740,1688,0
440,947,594,1763,3230,2698,1330,1109,1528,1657,0
548,1097,676,2057,3334,2586,1361,1079,1492,1770,0
571,1234,757,2285,3803,3241,1645,1319,2011,2230,0
403,974,610,2090,3549,3385,1467,1082,1793,1711,0
548,974,727,1994,3566,2620,1241,1102,1346,2073,0
502,1104,768,2212,3602,3211,1585,1247,1773,2008,0
507,939,672,1760,2577,2516,1361,1064,1597,1763,0
470,1040,710,2310,3741,3294,1647,1258,1991,1926,0
462,964,568,2051,3001,3122,1446,1105,1695,1810,0
659,1130,776,2135,3313,3019,1612,1453,2071,2258,0
347,735,413,1888,3312,3003,1340,993,1697,1537,0
737,1415,858,2236,3295,3091,1771,1618,2209,2530,0
358,924,415,1743,3185,3017,1263,1097,1607,1656,0
578,1072,703,2049,3174,2678,1353,1261,1738,2044,0
505,982,583,1444,2332,2163,1226,1081,1421,1863,0
446,1038,626,2185,3479,3381,1722,1133,1979,1912,0
551,1036,748,2093,3082,2932,1610,1244,1585,2339,0
479,1004,740,2077,3476,2850,1502,1178,1760,1806,0
279,735,440,1956,3089,3015,1349,997,1929,1403,0
476,1030,681,2102,3015,3137,1655,1263,1927,2094,0
639,1226,841,2211,3222,3027,1700,1406,2044,2298,0
334,907,660,2396,3872,3126,1364,1101,1378,2432,0
471,913,628,1626,2785,2246,1161,1021,1491,1658,0
528,1050,692,1803,3234,2602,1399,1222,1676,1784,0
551,1053,701,1961,2738,2574,1677,1351,1805,2004,0
527,913,655,1620,2454,2409,1326,1119,1704,1889,0
494,928,639,1658,2462,2233,1124,1011,1330,2191,0
582,1223,803,2291,3928,3358,1778,1404,2029,2353,0
458,864,613,1740,2810,2699,1304,1110,1497,1957,0
560,1004,668,1615,2439,2264,1275,1140,1569,2408,0
576,1054,692,1605,2566,2196,1357,1139,1642,1933,0
546,1056,731,2194,3462,3109,1646,1302,1983,2093,0
470,940,667,1931,3113,2835,1500,1057,1691,2158,0
451,925,676,2101,3192,2825,1450,1069,1685,1826,0
441,801,603,1723,2961,2813,1259,948,1236,1675,0
409,1030,581,1840,3303,2863,1414,1054,1533,2101,0
529,999,671,1783,2595,2509,1446,1230,1781,1857,0
310,865,397,1474,2529,2324,1148,874,1361,1902,0
687,1230,908,2160,3230,2973,1529,1336,1770,2973,0
678,1158,877,2057,2883,2550,1575,1318,1832,2474,0
549,1075,798,2389,3473,3483,1739,1267,2010,2017,0
614,1071,835,1973,3274,2607,1372,1176,1639,2385,0
770,1296,908,2081,2955,2765,1751,1511,2118,2535,0
399,1011,566,2014,3190,2813,1575,1216,1829,1812,0
381,912,564,2004,3579,2907,1440,1064,1629,1666,0
382,796,463,1580,2614,2483,1229,969,1546,1666,0
689,1300,889,2314,3613,3201,1697,1617,1803,2765,0
427,900,609,2154,3911,3251,1440,1128,1651,1700,0
519,1151,684,2033,3895,2968,1450,1307,1735,1968,0
366,888,506,1756,3132,2688,1408,1030,1413,1555,0
417,955,539,2019,3427,3133,1612,1143,1882,1799,0
553,1141,670,1814,3115,2616,1414,1158,1834,2167,0
531,1037,705,2059,3335,2977,1491,1246,1629,2392,0
243,698,430,1810,3219,2903,1137,860,1432,1268,0
532,1025,648,1664,2599,2254,1245,1000,1513,2252,0
533,1109,766,2486,3869,3404,1674,1333,1963,2060,0
503,1124,678,2324,3296,3337,1738,1303,2003,2014,0
443,937,515,1724,3221,2707,1272,1130,1643,1738,0
568,1041,708,1770,2461,2384,1378,1161,1821,2008,0
383,977,526,1897,3448,2935,1463,1142,1875,1664,0
469,992,602,2149,3869,3421,1607,1230,1890,2139,0
590,1080,822,1978,2962,2550,1464,1216,1630,2257,0
509,1142,705,2188,3580,3327,1655,1397,1784,2270,0
385,914,572,2101,3812,3116,1443,1086,1718,1623,0
413,1055,558,1643,2744,2448,1306,1136,1638,1638,0
394,957,611,2243,3801,3648,1705,1185,1909,1799,0
517,967,679,1998,3114,2946,1415,1117,1704,1971,0
512,1140,757,2435,4063,3488,1567,1286,1916,1988,0
709,1263,906,2487,3350,3238,1878,1418,2131,2409,0
464,1011,673,2171,3279,2784,1560,1174,1905,1735,0
499,1007,657,2151,3384,3071,1609,1126,1817,1921,0
380,885,548,2013,3197,3001,1489,1072,1748,1657,0
397,830,527,1764,3166,2680,1164,943,1339,1574,0
570,1190,791,2224,3118,3103,1731,1325,1759,2449,0
463,882,551,1459,2117,2118,1213,1076,1542,1739,0
492,1035,670,1988,3779,2968,1472,1231,1762,1851,0
469,958,617,1860,3019,2758,1527,1147,1825,1878,0
342,908,441,1881,3267,2946,1271,1010,1520,2146,0
459,1033,628,2264,3966,3449,1703,1254,1938,1850,0
550,1071,706,1737,2570,2343,1320,1132,1515,1924,0
546,1098,759,2345,3949,3418,1767,1340,2002,2046,0
511,1054,733,2159,3302,3007,1681,1272,1883,1948,0
346,834,405,1693,3066,2775,1151,1023,1689,1638,0
544,1004,725,2090,3399,2907,1670,1210,1642,1827,0
414,932,562,2098,3400,3004,1469,1050,1776,1964,0
423,975,661,1896,2843,2741,1385,1008,1522,1714,0
433,1057,636,1903,3138,2659,1392,1303,1555,1828,0
410,955,567,2086,3766,3129,1387,1067,1557,1668,0
519,1090,732,2183,3768,3136,1652,1308,1778,1852,0
479,899,636,1696,2819,2424,1293,1007,1485,1762,0
402,859,583,1859,2838,2639,1460,1097,1479,1760,0
479,917,634,1668,2586,2284,1214,1019,1440,1737,0
308,760,452,1718,3230,2806,1370,931,1545,1439,0
626,1175,874,2156,3309,3081,1581,1422,1987,2431,0
660,1247,923,2250,3173,2874,1615,1314,1896,2608,0
674,1202,827,1943,2801,2634,1741,1354,1941,2323,0
480,991,753,2093,2887,2865,1484,1118,1776,1812,0
512,1083,647,2213,3812,2994,1543,1314,1515,2259,0
445,931,591,1861,3052,2687,1515,1087,1773,1745,0
484,1114,554,2301,3216,3180,1382,1191,1791,2589,0
528,1143,674,2000,3741,3065,1539,1316,1909,2026,0
382,917,557,1806,3189,2729,1279,970,1484,1877,0
647,1191,739,1902,2876,2727,1575,1399,1867,2237,0
345,779,414,1697,3215,2970,1452,936,1644,1521,0
422,869,552,1575,2564,2271,1243,984,1327,1585,0
523,1156,691,2068,3519,2711,1421,1104,1648,2379,0
471,1039,691,1875,3024,2554,1372,1086,1606,1837,0
587,1192,783,1995,3139,2734,1488,1265,1781,2053,0
521,930,760,2144,3691,3133,1620,1158,1758,1878,0
485,944,564,1533,2359,2256,1246,1077,1699,1840,0
479,1105,563,1634,2769,2412,1367,1260,1714,1793,0
468,992,709,2014,3189,2754,1502,1177,1664,1746,0
541,986,776,1994,3420,2889,1433,1144,1485,1838,0
553,1196,783,2352,3447,3295,1869,1414,2136,2128,0
382,897,528,1944,3504,2857,1402,1023,1573,1638,0
452,1024,599,1699,2958,2600,1400,1066,1659,1735,0
614,1169,839,2252,3388,2987,1693,1444,2178,2228,0
399,835,601,1620,2497,2375,1294,881,1310,1488,0
511,1126,707,2113,3699,2951,1565,1316,1811,1961,0
424,1016,563,1923,3298,2845,1374,1172,1472,2119,0
571,1145,785,2112,3336,2958,1580,1330,1966,2308,0
501,944,631,1732,2703,2559,1381,1038,1633,1746,0
546,1160,800,2500,3627,3422,1923,1381,2191,2121,0
598,1110,832,2308,3281,2993,1624,1317,1738,2033,0
443,1084,630,2083,3355,3021,1662,1233,1960,2157,0
372,853,466,1668,3045,2723,1152,1086,1700,1632,0
433,838,597,1944,3266,2789,1364,1073,1611,1589,0
588,1228,826,2336,3553,3254,1733,1290,2054,2256,0
405,978,538,1963,3180,2889,1450,1112,1915,1770,0
481,1012,608,2075,3902,3239,1571,1233,1758,1905,0
436,908,555,1607,2752,2410,1220,1047,1525,1750,0
405,947,562,1930,3718,3171,1502,1111,1794,1610,0
514,987,701,2148,3644,3270,1563,1172,1701,1779,0
504,1048,681,2040,3721,2880,1414,1226,1725,1897,0
472,1112,651,2491,3550,3635,1818,1306,2210,2011,0
510,1114,744,2338,3269,3307,1652,1217,1965,2109,0
585,1128,729,2258,3273,3148,1722,1357,2020,2172,0
525,1135,597,2114,3712,3118,1703,1322,1967,2196,0
519,910,730,1697,2597,2401,1211,999,1395,1754,0
450,1064,560,1876,3365,2779,1333,1105,1746,1738,0
386,874,452,1589,2811,2658,1264,960,1533,1547,0
503,946,607,1718,3232,2648,1166,1131,1569,1879,0
504,1124,670,1920,3097,2724,1579,1225,1966,1981,0
591,1060,749,2314,3414,3049,1636,1351,1776,2366,0
618,1003,765,2051,2963,2819,1487,1263,1762,2039,0
421,969,558,1707,2853,2638,1291,1093,1590,2080,0
487,1020,661,2062,2887,2733,1442,1199,1749,1790,0
425,973,599,1893,3213,2801,1324,1068,1716,1675,0
367,916,465,1774,2845,2916,1474,1099,1784,1700,0
485,835,573,1729,2686,2568,1293,1071,1466,1707,0
539,1136,713,2277,3813,3341,1761,1337,1994,2129,0
