LBP_0,LBP_1,LBP_2,LBP_3,LBP_4,LBP_5,LBP_6,LBP_7,LBP_8,LBP_9,Label
446,956,648,1955,2660,2661,1466,1097,1707,1740,0
336,693,447,1655,3126,2768,1190,794,1161,1270,0
470,1059,657,2250,3724,3408,1648,1244,1967,2663,0
414,948,568,1637,2880,2463,1258,1037,1449,1773,0
400,784,499,1630,2935,2388,1147,955,1528,1471,0
466,1010,541,1633,3100,2536,1358,1168,1635,1749,0
448,981,688,2382,3485,3380,1691,1195,2044,1738,0
449,933,688,1805,3198,2569,1335,1025,1419,1659,0
507,1095,704,2020,2823,2659,1584,1178,1900,1980,0
547,1038,717,2275,3242,3018,1524,1374,1673,2541,0
424,993,596,2402,3897,3796,1591,1132,2089,1786,0
541,1160,699,2218,3635,3066,1528,1301,1947,1993,0
416,932,605,2160,3618,3099,1585,1188,1816,1675,0
532,1081,743,2375,3543,3276,1618,1167,1861,1892,0
498,1145,670,1989,3511,2770,1621,1372,1908,2054,0
376,951,632,2626,3932,3784,1522,1450,1726,2345,0
251,736,418,1755,2797,2654,1189,908,1637,1223,0
516,1189,669,1955,3433,2877,1512,1260,1743,1982,0
440,1034,613,2230,4063,3465,1671,1241,1922,1885,0
453,1113,665,2273,3778,3511,1655,1300,2247,1929,0
524,994,700,2196,3278,2914,1470,1221,1910,1887,0
650,1149,780,2312,3184,3056,1592,1361,2030,2686,0
535,1190,779,2347,3537,3269,1744,1330,2192,2183,0
610,1313,837,2241,3903,3078,1769,1476,2048,2246,0
343,770,490,1920,3481,3107,1423,1003,1549,1391,0
268,711,458,2099,3199,3233,1387,1045,1901,1359,0
420,943,604,2098,3651,3566,1676,1124,1825,1759,0
559,1090,731,2169,3058,3005,1793,1313,1977,2015,0
363,934,503,1902,3127,2875,1512,1123,1835,1634,0
646,1076,835,2107,2991,2639,1580,1191,1903,2209,0
489,1116,738,2233,3385,3141,1654,1302,1925,2017,0
515,974,656,1663,2921,2277,1233,1079,1403,1725,0
454,1018,633,1852,3312,2699,1394,1151,1590,1769,0
383,866,555,1923,3194,3165,1457,1070,1579,1687,0
470,901,725,1732,2580,2476,1327,1065,1402,2022,0
624,1218,751,1819,2564,2378,1521,1325,1993,2223,0
450,1092,632,2316,4145,3378,1626,1245,1880,1956,0
511,942,659,1784,3024,2581,1393,1061,1548,1811,0
423,980,549,1953,3072,2897,1403,1099,2058,1886,0
517,1071,747,2321,3327,3235,1614,1253,1949,2046,0
218,746,313,1632,2682,2642,1185,929,1773,1236,0
332,814,439,1727,2951,2778,1281,900,1524,1394,0
256,788,406,2115,3403,3441,1570,1044,2113,1779,0
745,1264,973,2311,3118,2991,1860,1534,2127,2416,0
443,1049,557,2127,3449,3196,1426,1123,1730,1717,0
570,1069,846,2282,3547,3124,1648,1228,1607,2329,0
514,940,633,1759,2685,2409,1205,1063,1377,2325,0
573,1148,727,2330,3441,3351,1756,1406,2132,2064,0
557,1200,724,2251,3600,3147,1610,1303,1859,2027,0
706,1220,873,2220,3464,2894,1556,1391,1953,2272,0
327,771,462,1608,2922,2708,1221,962,1588,1361,0
367,993,537,2090,2845,2999,1398,1101,1704,2319,0
496,1007,614,2079,3559,3131,1553,1271,1808,2190,0
600,1183,755,2241,3547,3061,1668,1300,1779,2588,0
389,775,366,1447,2686,2510,1178,969,1562,1537,0
438,834,564,1648,2944,2362,1102,1017,1401,1578,0
448,1102,607,2065,2954,3050,1529,1233,2023,1963,0
518,916,690,1864,2882,2583,1405,1151,1621,1840,0
592,1098,664,1754,2486,2317,1362,1205,1773,2405,0
554,1227,781,2107,3072,3123,1667,1253,2064,2164,0
771,1265,853,2039,2827,2614,1576,1412,1924,2275,0
268,778,515,2298,3803,3704,1452,1048,2058,1401,0
380,938,582,2452,3718,3479,1528,1240,2191,1664,0
587,1057,799,1962,2805,2493,1521,1291,1741,2040,0
424,1005,552,1930,3527,2845,1405,1083,1661,1696,0
660,1130,852,2099,3576,2915,1436,1321,1548,2475,0
519,1135,703,2194,3323,2920,1621,1429,2112,2076,0
384,943,546,2182,3363,3315,1603,1140,1938,1722,0
485,989,639,2122,3141,3067,1545,1262,1971,2107,0
479,961,709,2202,3372,3078,1582,1175,1647,1760,0
514,1001,606,1993,2996,2932,1387,1146,1557,2370,0
409,819,574,1817,2870,2648,1075,918,1240,1830,0
471,1050,697,1984,3259,2871,1624,1196,1863,1895,0
426,905,530,2283,4005,3447,1552,1070,1854,1636,0
571,1287,763,2274,4017,3386,1686,1439,1864,2633,0
494,1086,658,2119,3617,3220,1576,1306,2053,1961,0
621,1193,808,2075,3044,2859,1596,1354,1923,2160,0
388,819,567,2206,3832,3242,1563,1099,1688,1696,0
549,1190,626,1989,3385,3060,1522,1324,2152,2111,0
645,1124,792,2210,3491,3159,1758,1319,1812,2856,0
579,1173,811,2377,3533,3101,1694,1387,2112,2161,0
491,1037,654,1912,3487,2763,1414,1217,1738,1775,0
641,1203,849,2297,3547,2964,1670,1429,1856,2240,0
432,938,559,1802,2982,2641,1265,990,1508,1603,0
625,1080,813,2044,2991,2833,1620,1310,1821,2203,0
448,1041,578,1961,2572,2924,1607,1250,1915,2206,0
451,1052,560,1893,3062,2979,1493,1289,1799,1914,0
282,705,478,1816,3040,2746,1137,942,1208,1478,0
509,1098,718,2198,3089,3092,1683,1204,1936,2011,0
508,1115,731,2531,4015,3598,1891,1295,2077,2083,0
336,787,509,1953,3203,2895,1120,840,1349,1503,0
331,797,525,1759,3257,2926,1355,954,1430,1514,0
431,939,544,1518,2803,2270,1246,1063,1540,2101,0
709,1288,916,2252,3155,2924,1812,1484,2009,2411,0
579,1212,846,2227,3179,3080,1732,1395,2038,2162,0
309,682,433,1622,3081,2558,1091,786,1130,1304,0
379,831,475,1753,3592,2911,1117,893,1095,1802,0
497,1110,744,2363,3762,3384,1723,1370,2066,2085,0
541,1120,657,2155,3685,3255,1460,1280,1706,2341,0
454,974,600,1835,2774,2678,1398,1019,1719,2129,0
692,1135,895,2323,3261,3028,1728,1469,1882,2481,0
465,986,538,2211,3834,3446,1558,1318,1974,1922,0
443,907,591,1647,3223,2484,1256,1012,1346,1747,0
418,988,585,1638,3345,2620,1310,1006,1447,1757,0
299,698,393,1766,3738,3115,1150,847,1195,1619,0
424,980,518,1829,3011,2776,1427,1105,1849,1789,0
425,953,501,1666,2869,2580,1341,1112,1462,1875,0
376,819,581,1959,3275,2905,1402,927,1505,1374,0
709,1288,904,2360,3419,2913,1848,1639,2307,2485,0
524,1008,688,2120,3232,3086,1624,1283,1977,2012,0
480,1000,641,1996,3382,2939,1438,1229,1606,1865,0
583,1064,762,1983,2920,2679,1532,1259,1790,2003,0
673,1204,879,2186,3489,2993,1711,1400,1963,2327,0
435,906,492,1771,3181,2859,1593,1061,1862,1684,0
688,1206,882,2184,2895,2880,1689,1379,2016,2421,0
543,1125,808,2411,3537,3209,1730,1197,1943,2004,0
379,872,458,1869,3126,2934,1411,1062,1724,1541,0
445,1116,687,2089,3491,2957,1490,1222,1921,1910,0
538,966,736,2186,3427,3096,1472,1231,1798,1944,0
579,1084,797,2205,3177,3036,1619,1238,1920,2165,0
542,941,736,1718,2428,2444,1409,1050,1439,1811,0
398,877,599,1828,2848,2601,1389,1002,1581,1661,0
422,1098,658,2254,4153,3423,1647,1310,1898,1785,0
688,1185,826,2055,2648,2575,1581,1324,1919,2293,0
508,1165,770,1961,3429,2712,1527,1215,1730,2236,0
376,906,525,1858,3197,2852,1392,1057,1541,2352,0
482,1096,731,2465,4076,3352,1671,1296,1894,1735,0
602,1232,854,2464,3365,3126,1763,1339,1901,2152,0
435,977,646,1926,3099,2605,1372,1110,1557,1717,0
480,1145,668,1966,3515,2605,1370,1210,1701,1740,0
472,1011,708,2063,3545,3101,1572,1251,1875,1862,0
498,997,751,2310,3404,3218,1595,1093,1865,2044,0
728,1342,952,2316,3354,3039,1719,1598,2073,2514,0
536,1068,673,2179,2972,2851,1614,1333,1924,2000,0
513,1082,711,2190,3272,3071,1644,1304,2040,2127,0
405,990,603,2202,3787,3350,1566,1190,1931,1770,0
411,952,509,2112,3401,3281,1395,1077,1658,2430,0
543,1195,799,2530,3509,3345,1830,1393,2201,2171,0
538,1106,747,2259,3208,2998,1702,1354,2129,2159,0
406,991,618,2275,4043,3490,1578,1147,1815,1813,0
543,1093,734,2327,3673,3444,1832,1377,2096,2057,0
338,732,513,1686,3118,2758,1261,875,1336,1459,0
386,770,459,1762,3365,3012,1373,980,1689,1974,0
545,1103,637,2038,3628,3031,1497,1317,2005,1983,0
629,1142,738,1806,2652,2753,1520,1290,1926,2253,0
412,912,561,1619,2453,2265,1238,1094,1606,2122,0
452,853,623,2040,3094,2931,1324,1122,1578,1674,0
521,1171,715,2398,3869,3219,1679,1413,2131,2154,0
354,847,562,1936,3189,2799,1396,1020,1602,1541,0
684,1332,839,2094,3213,2953,1672,1373,1974,2206,0
604,1102,799,2068,2950,2624,1534,1310,1437,2640,0
526,1127,635,1790,3086,2828,1484,1281,1691,2269,0
499,945,657,2012,3264,2876,1488,1106,1678,1771,0
434,772,540,1782,2930,2704,1209,906,1362,1505,0
587,998,731,2066,3258,2668,1393,1140,1464,1812,0
319,749,412,1391,2613,2312,1115,938,1419,1395,0
455,1065,608,1777,2982,2447,1409,1247,1711,1743,0
507,1067,729,2108,3451,3010,1581,1192,1739,2209,0
438,1032,605,1835,2994,2615,1342,1019,1592,1809,0
458,953,666,2224,4011,3315,1531,1056,1710,1836,0
538,979,716,1844,2489,2543,1532,1212,1770,2055,0
513,985,660,2264,3844,3140,1577,1220,1874,1831,0
522,992,628,1929,3025,2803,1668,1316,1965,1988,0
554,1022,659,1695,2578,2271,1325,1081,1484,2451,0
488,977,640,2213,3744,3489,1707,1179,1743,1892,0
307,714,467,1642,3123,2580,1043,878,1068,1476,0
541,1190,847,2234,3777,3020,1592,1440,1878,2025,0
421,954,590,2225,3877,3322,1535,1112,1894,2205,0
512,1085,659,2114,3110,2942,1674,1225,2042,2077,0
381,980,443,1811,2894,2837,1546,1035,2004,1732,0
557,925,704,1986,3071,2702,1406,1160,1708,1794,0
613,1152,782,1913,2835,2622,1446,1224,1906,2167,0
648,1187,870,2283,3435,3076,1634,1333,1880,2211,0
547,1038,787,2347,3787,3289,1674,1237,1854,1908,0
601,1065,737,1966,2623,2564,1448,1329,1748,2431,0
500,1202,624,1817,2852,2670,1518,1236,1664,2050,0
602,1070,762,2025,3026,2803,1541,1458,1639,2375,0
403,917,501,1725,3240,2818,1349,1113,1714,1769,0
659,1204,847,2190,3010,3037,1810,1413,2005,2685,0
470,1018,723,2349,4199,3646,1694,1296,2079,1960,0
523,947,656,1680,2834,2527,1319,1003,1387,2106,0
514,959,583,1594,2582,2405,1348,1156,1577,1862,0
570,936,681,1941,3070,2906,1516,1218,1828,2058,0
375,941,512,1913,3452,3407,1571,1145,1576,1752,0
496,1016,737,2092,2843,2851,1495,1139,1699,1816,0
501,914,593,1554,2555,2135,1155,986,1251,2018,0
525,1158,768,2047,3448,2904,1616,1281,1852,2341,0
655,1196,835,2068,3035,2775,1600,1312,2031,2355,0
380,907,555,1958,3298,3186,1571,1135,1793,1708,0
581,1157,813,2429,3928,3175,1727,1259,1924,2083,0
577,1116,794,2292,3366,3365,1735,1338,2061,2156,0
523,1078,765,2414,3500,3350,1744,1289,2048,1964,0
590,1072,823,2285,3559,3212,1756,1289,2022,2184,0
504,896,611,1764,3183,2682,1332,1051,1428,1799,0
510,1100,612,1668,2732,2469,1370,1147,1756,2314,0
426,876,652,1956,3291,2745,1350,1026,1488,1628,0
554,1148,830,2186,3456,3170,1756,1289,1945,2116,0
479,922,607,1716,2901,2348,1146,1015,1375,1627,0
565,1084,769,2026,3289,2663,1349,1236,1580,2833,0
627,1091,732,1891,3182,2729,1594,1278,1852,2118,0
442,952,604,2170,3483,2845,1526,1079,1763,1856,0
614,1042,845,2274,3419,2875,1623,1263,1830,2075,0
524,1191,742,2212,3709,3128,1635,1345,1862,2048,0
292,912,516,2311,3067,3421,1606,1239,2434,1668,0
417,941,635,2428,4051,3662,1622,1166,1901,1734,0
540,1029,764,2149,3081,2941,1680,1322,1941,1997,0
547,1184,729,2262,3205,3412,1741,1405,2308,2215,0
340,803,447,1820,3044,2712,1278,1005,1575,1601,0
415,913,518,1652,2432,2566,1476,1067,1690,1755,0
509,1100,716,2242,3234,3012,1496,1196,1664,2570,0
492,1082,724,2225,3862,3252,1606,1243,1797,1867,0
575,1074,832,2203,3507,3034,1599,1195,1811,2170,0
300,838,474,2079,3579,3309,1266,969,1599,1457,0
380,971,535,2019,3119,3116,1340,1098,1749,1585,0
608,1193,749,2034,3223,2954,1722,1439,2137,2111,0
416,946,563,2062,3452,3229,1548,1272,1957,1835,0
602,1059,712,1760,3014,2544,1319,1188,1505,1974,0
713,1173,822,2106,3037,2750,1645,1365,1864,2237,0
455,1027,660,2073,3334,3002,1620,1240,2103,1946,0
475,1112,572,2060,3635,3115,1347,1259,1533,2412,0
540,1036,793,2364,3366,3099,1674,1208,1769,1935,0
495,929,690,1857,2879,2524,1289,1114,1752,1715,0
369,810,538,1707,2763,2491,1155,884,1113,1622,0
559,975,684,1948,2956,2704,1448,1167,1681,1894,0
409,1005,620,2350,3101,3404,1710,1297,2113,1918,0
457,1076,595,2360,3992,3643,1678,1366,2012,2165,0
357,888,499,1658,2996,2773,1330,985,1682,1616,0
434,962,550,1569,2616,2440,1308,1154,1607,1815,0
724,1219,948,2378,3341,3229,1826,1542,2113,2588,0
479,1065,581,1664,2705,2274,1276,1132,1470,2033,0
445,1008,660,2380,3990,3546,1717,1249,2033,1845,0
359,863,434,1907,3087,2962,1337,1020,1562,1947,0
451,928,663,2277,4182,3435,1725,1138,1831,1670,0
474,1001,651,1988,2963,2851,1561,1157,1849,1885,0
326,780,436,1642,3159,2664,1124,878,1438,2073,0
582,1070,772,1922,2642,2671,1629,1255,1942,2069,0
353,905,646,2324,3451,3299,1469,1146,1945,2678,0
511,1080,677,2217,3619,3458,1713,1296,1964,1996,0
519,1139,639,2072,3608,3197,1413,1344,2017,1872,0
655,1177,776,1932,2865,2532,1522,1368,1890,2268,0
387,896,493,2018,3061,2979,1234,1033,1456,1995,0
590,973,717,1753,2606,2407,1415,1196,1547,2350,0
508,1060,728,2189,3169,3052,1488,1159,1787,1864,0
513,1129,745,2353,3799,3295,1800,1325,2066,2571,0
526,1036,697,2094,2920,2780,1566,1291,1915,2085,0
461,1018,683,2199,2986,3009,1525,1127,1788,1764,0
516,982,711,2128,3777,3151,1491,1248,1709,1831,0
624,1115,820,2018,2848,2522,1483,1201,1691,2093,0
484,1010,691,2027,2985,2862,1709,1280,1876,1982,0
484,1062,669,2448,3682,3241,1526,1246,1813,1811,0
555,1131,718,1820,2903,2604,1455,1184,1684,1954,0
485,1063,568,1908,3097,2930,1644,1258,1938,2029,0
405,1010,587,1946,3383,2893,1385,1084,1439,1618,0
486,998,638,1994,3123,2900,1603,1258,1846,1984,0
444,1085,694,2285,4199,3378,1627,1252,1877,1984,0
489,1080,660,1961,3335,2694,1383,1200,1730,1798,0
415,917,492,1764,3134,2922,1454,1218,1784,1744,0
326,770,509,1670,3067,2525,1190,828,1323,1432,0
420,918,613,2007,3250,2932,1489,1069,1702,1806,0
445,978,555,1695,2985,2536,1251,1132,1572,1674,0
714,1247,914,2176,2795,2946,1762,1422,2105,2387,0
670,1305,833,2046,3068,2727,1639,1414,1966,2260,0
591,1114,705,1744,2596,2499,1577,1165,1999,2510,0
477,953,665,2141,3785,3046,1625,1150,1721,1717,0
530,1067,781,2205,3075,2810,1639,1259,1798,1936,0
365,844,455,1856,3734,3180,1386,1077,1578,1644,0
565,1251,731,2129,3359,3122,1691,1410,2024,2594,0
342,717,428,1891,3523,3021,1415,943,1610,1497,0
473,1021,718,2218,3560,3229,1609,1176,1969,1985,0
615,1079,774,2035,2813,2775,1540,1289,1924,2155,0
543,1010,726,1917,2971,2714,1434,1072,1605,1912,0
403,879,609,1610,2577,2251,1270,1013,1400,2064,0
534,1081,768,2189,3027,2972,1714,1243,1980,2172,0
461,1032,715,2071,3057,2865,1555,1123,1770,2043,0
440,947,594,1763,3230,2698,1330,1109,1528,1657,0
571,1234,757,2285,3803,3241,1645,1319,2011,2230,0
403,974,610,2090,3549,3385,1467,1082,1793,1711,0
396,884,598,2106,3323,3251,1459,1051,1776,1646,0
548,974,727,1994,3566,2620,1241,1102,1346,2073,0
387,902,576,2207,3478,3254,1435,1092,1777,1748,0
502,1104,768,2212,3602,3211,1585,1247,1773,2008,0
507,939,672,1760,2577,2516,1361,1064,1597,1763,0
470,1040,710,2310,3741,3294,1647,1258,1991,1926,0
659,1130,776,2135,3313,3019,1612,1453,2071,2258,0
482,1018,790,2360,3475,3237,1583,1201,1857,1997,0
347,735,413,1888,3312,3003,1340,993,1697,1537,0
358,924,415,1743,3185,3017,1263,1097,1607,1656,0
578,1072,703,2049,3174,2678,1353,1261,1738,2044,0
492,1040,640,2446,3813,3408,1549,1308,1573,2288,0
337,806,443,1763,2907,2900,1355,1059,1809,1636,0
505,982,583,1444,2332,2163,1226,1081,1421,1863,0
446,1038,626,2185,3479,3381,1722,1133,1979,1912,0
551,1036,748,2093,3082,2932,1610,1244,1585,2339,0
479,1004,740,2077,3476,2850,1502,1178,1760,1806,0
476,1030,681,2102,3015,3137,1655,1263,1927,2094,0
639,1226,841,2211,3222,3027,1700,1406,2044,2298,0
334,907,660,2396,3872,3126,1364,1101,1378,2432,0
471,913,628,1626,2785,2246,1161,1021,1491,1658,0
528,1050,692,1803,3234,2602,1399,1222,1676,1784,0
654,1108,787,1962,2792,2723,1593,1324,2043,2174,0
527,913,655,1620,2454,2409,1326,1119,1704,1889,0
618,1068,820,2060,3325,2762,1470,1178,1636,2023,0
536,1188,717,2395,3596,3377,1533,1522,1839,2827,0
458,864,613,1740,2810,2699,1304,1110,1497,1957,0
672,1175,833,2193,3019,2821,1595,1322,1852,2204,0
560,1004,668,1615,2439,2264,1275,1140,1569,2408,0
576,1054,692,1605,2566,2196,1357,1139,1642,1933,0
472,992,746,2349,3542,3394,1542,1169,2003,1841,0
537,1110,727,2149,3622,3097,1736,1381,2073,2261,0
451,925,676,2101,3192,2825,1450,1069,1685,1826,0
445,994,604,2215,3389,3264,1738,1300,1935,1872,0
441,801,603,1723,2961,2813,1259,948,1236,1675,0
276,797,481,2416,3827,3886,1539,1165,2299,1470,0
448,935,657,1959,2688,2842,1482,1116,1714,1799,0
421,960,562,2207,3716,3386,1577,1094,2068,1785,0
310,865,397,1474,2529,2324,1148,874,1361,1902,0
687,1230,908,2160,3230,2973,1529,1336,1770,2973,0
678,1158,877,2057,2883,2550,1575,1318,1832,2474,0
549,1075,798,2389,3473,3483,1739,1267,2010,2017,0
614,1071,835,1973,3274,2607,1372,1176,1639,2385,0
658,1159,775,2038,2851,2765,1623,1375,2120,2290,0
770,1296,908,2081,2955,2765,1751,1511,2118,2535,0
501,1112,699,2220,3211,3181,1706,1385,2019,2296,0
535,1095,701,2172,3586,3150,1680,1304,1902,2045,0
548,1127,709,2437,3552,3293,1755,1503,1932,2317,0
399,1011,566,2014,3190,2813,1575,1216,1829,1812,0
475,1076,634,1851,3501,2648,1209,1190,1425,1991,0
525,1039,697,2066,3616,3239,1532,1307,1937,2442,0
433,993,542,1792,3390,3052,1415,1210,1849,1956,0
342,766,458,1909,4043,3142,1306,963,1427,1485,0
567,1246,773,2172,3257,2982,1718,1454,2239,2285,0
382,796,463,1580,2614,2483,1229,969,1546,1666,0
513,1058,699,2074,3152,2903,1548,1300,2001,2133,0
519,1151,684,2033,3895,2968,1450,1307,1735,1968,0
366,888,506,1756,3132,2688,1408,1030,1413,1555,0
417,955,539,2019,3427,3133,1612,1143,1882,1799,0
571,1029,736,1714,2662,2258,1365,1155,1541,1909,0
531,1037,705,2059,3335,2977,1491,1246,1629,2392,0
243,698,430,1810,3219,2903,1137,860,1432,1268,0
532,1025,648,1664,2599,2254,1245,1000,1513,2252,0
533,1109,766,2486,3869,3404,1674,1333,1963,2060,0
516,964,666,2238,3196,2982,1704,1309,1731,2364,0
443,937,515,1724,3221,2707,1272,1130,1643,1738,0
431,958,617,2033,3018,2998,1531,1137,1781,1986,0
383,977,526,1897,3448,2935,1463,1142,1875,1664,0
557,1232,741,2142,3203,3124,1626,1334,2055,2142,0
526,983,653,1859,2936,2670,1480,1185,1812,1998,0
590,1080,822,1978,2962,2550,1464,1216,1630,2257,0
413,1055,558,1643,2744,2448,1306,1136,1638,1638,0
443,940,648,2030,3121,2918,1533,1137,1896,1739,0
394,957,611,2243,3801,3648,1705,1185,1909,1799,0
517,967,679,1998,3114,2946,1415,1117,1704,1971,0
512,1140,757,2435,4063,3488,1567,1286,1916,1988,0
709,1263,906,2487,3350,3238,1878,1418,2131,2409,0
499,1007,657,2151,3384,3071,1609,1126,1817,1921,0
380,885,548,2013,3197,3001,1489,1072,1748,1657,0
397,830,527,1764,3166,2680,1164,943,1339,1574,0
467,997,591,2178,3328,3248,1596,1320,1793,2221,0
570,1190,791,2224,3118,3103,1731,1325,1759,2449,0
463,882,551,1459,2117,2118,1213,1076,1542,1739,0
492,1035,670,1988,3779,2968,1472,1231,1762,1851,0
469,958,617,1860,3019,2758,1527,1147,1825,1878,0
376,962,531,2137,3708,3236,1572,1263,1690,2270,0
342,908,441,1881,3267,2946,1271,1010,1520,2146,0
459,1033,628,2264,3966,3449,1703,1254,1938,1850,0
550,1071,706,1737,2570,2343,1320,1132,1515,1924,0
546,1098,759,2345,3949,3418,1767,1340,2002,2046,0
511,1054,733,2159,3302,3007,1681,1272,1883,1948,0
544,1004,725,2090,3399,2907,1670,1210,1642,1827,0
448,944,581,2310,3735,3559,1671,1183,1955,2121,0
423,975,661,1896,2843,2741,1385,1008,1522,1714,0
433,1057,636,1903,3138,2659,1392,1303,1555,1828,0
410,955,567,2086,3766,3129,1387,1067,1557,1668,0
519,1090,732,2183,3768,3136,1652,1308,1778,1852,0
479,899,636,1696,2819,2424,1293,1007,1485,1762,0
402,859,583,1859,2838,2639,1460,1097,1479,1760,0
479,917,634,1668,2586,2284,1214,1019,1440,1737,0
512,1038,698,2375,3492,3172,1723,1259,2105,2026,0
406,962,617,2304,3803,3340,1609,1207,2021,1731,0
626,1175,874,2156,3309,3081,1581,1422,1987,2431,0
512,1083,647,2213,3812,2994,1543,1314,1515,2259,0
510,1046,735,2149,3199,2946,1565,1195,1724,2043,0
445,931,591,1861,3052,2687,1515,1087,1773,1745,0
484,1114,554,2301,3216,3180,1382,1191,1791,2589,0
528,1143,674,2000,3741,3065,1539,1316,1909,2026,0
472,941,733,1990,3286,2762,1345,1000,1274,2076,0
575,1060,696,1836,2973,2684,1415,1147,1613,2555,0
382,917,557,1806,3189,2729,1279,970,1484,1877,0
345,779,414,1697,3215,2970,1452,936,1644,1521,0
422,869,552,1575,2564,2271,1243,984,1327,1585,0
584,1125,797,2289,3028,3148,1783,1342,2066,2238,0
471,1039,691,1875,3024,2554,1372,1086,1606,1837,0
587,1192,783,1995,3139,2734,1488,1265,1781,2053,0
521,930,760,2144,3691,3133,1620,1158,1758,1878,0
479,1105,563,1634,2769,2412,1367,1260,1714,1793,0
541,986,776,1994,3420,2889,1433,1144,1485,1838,0
686,1173,906,2461,3341,2994,1690,1439,2048,2327,0
553,1196,783,2352,3447,3295,1869,1414,2136,2128,0
382,897,528,1944,3504,2857,1402,1023,1573,1638,0
448,1019,570,2130,3701,3656,1643,1263,2007,1923,0
399,835,601,1620,2497,2375,1294,881,1310,1488,0
534,959,670,1817,2412,2252,1394,1163,1780,1819,0
453,990,620,2058,3190,2790,1428,1147,1444,1675,0
491,1111,676,2174,3395,3061,1576,1306,1990,1950,0
394,953,618,2123,3453,3109,1353,989,1627,2021,0
511,1126,707,2113,3699,2951,1565,1316,1811,1961,0
571,1145,785,2112,3336,2958,1580,1330,1966,2308,0
495,1088,661,2093,3363,3079,1570,1339,2027,2030,0
501,944,631,1732,2703,2559,1381,1038,1633,1746,0
546,1160,800,2500,3627,3422,1923,1381,2191,2121,0
